ent,sex,year,mes,saltrim
Sinaloa,Hombre,2009,12,34997.34
Sonora,Hombre,2009,12,32092.412
Tabasco,Hombre,2009,12,34625.695
Tamaulipas,Hombre,2009,12,31404.367
Tlaxcala,Hombre,2009,12,21179.232
Veracruz de Ignacio de la Llave,Hombre,2009,12,28161.195
Yucatán,Hombre,2009,12,26607.039
Zacatecas,Hombre,2009,12,28350.492
Aguascalientes,Hombre,2010,3,28430.67
Baja California,Hombre,2010,3,34364.555
Baja California Sur,Hombre,2010,3,38283.633
Campeche,Hombre,2010,3,28230.797
Coahuila de Zaragoza,Hombre,2010,3,29641.361
Colima,Hombre,2010,3,32322.518
Chiapas,Hombre,2010,3,23633.922
Chihuahua,Hombre,2010,3,31627.391
Ciudad de México,Hombre,2010,3,33627.016
Durango,Hombre,2010,3,25381.189
Guanajuato,Hombre,2010,3,26608.102
Guerrero,Hombre,2010,3,25531.783
Hidalgo,Hombre,2010,3,29993.871
Jalisco,Hombre,2010,3,32198.961
México,Hombre,2010,3,27302.896
Michoacán de Ocampo,Hombre,2010,3,29821.635
Morelos,Hombre,2010,3,23854.943
Nayarit,Hombre,2010,3,29231.828
Nuevo León,Hombre,2010,3,35395.477
Oaxaca,Hombre,2010,3,26320.543
Puebla,Hombre,2010,3,25139.369
Querétaro,Hombre,2010,3,31465.605
Quintana Roo,Hombre,2010,3,35037.637
San Luis Potosí,Hombre,2010,3,27770.27
Sinaloa,Hombre,2010,3,33757.66
Sonora,Hombre,2010,3,32684.293
Tabasco,Hombre,2010,3,34586.07
Tamaulipas,Hombre,2010,3,32412.986
Tlaxcala,Hombre,2010,3,20712.828
Veracruz de Ignacio de la Llave,Hombre,2010,3,29986.105
Yucatán,Hombre,2010,3,26368.959
Zacatecas,Hombre,2010,3,27573.406
Aguascalientes,Hombre,2010,6,27295.875
Baja California,Hombre,2010,6,34736.684
Baja California Sur,Hombre,2010,6,40141.672
Campeche,Hombre,2010,6,28200.529
Coahuila de Zaragoza,Hombre,2010,6,30457.691
Colima,Hombre,2010,6,33862.617
Chiapas,Hombre,2010,6,23879.32
Chihuahua,Hombre,2010,6,30791.443
Ciudad de México,Hombre,2010,6,35448.129
Durango,Hombre,2010,6,25222.984
Guanajuato,Hombre,2010,6,26856.549
Guerrero,Hombre,2010,6,26060.498
Hidalgo,Hombre,2010,6,31092.826
Jalisco,Hombre,2010,6,32937.184
México,Hombre,2010,6,28005.119
Michoacán de Ocampo,Hombre,2010,6,30726.439
Morelos,Hombre,2010,6,25986.648
Nayarit,Hombre,2010,6,29511.713
Nuevo León,Hombre,2010,6,35814.488
Oaxaca,Hombre,2010,6,26451.322
Puebla,Hombre,2010,6,25944.545
Querétaro,Hombre,2010,6,32470.896
Quintana Roo,Hombre,2010,6,33580.059
San Luis Potosí,Hombre,2010,6,28575.877
Sinaloa,Hombre,2010,6,34623.488
Sonora,Hombre,2010,6,32999.16
Tabasco,Hombre,2010,6,34921.188
Tamaulipas,Hombre,2010,6,31055.785
Tlaxcala,Hombre,2010,6,21207.045
Veracruz de Ignacio de la Llave,Hombre,2010,6,29129.041
Yucatán,Hombre,2010,6,26752.238
Zacatecas,Hombre,2010,6,27805.381
Aguascalientes,Hombre,2010,9,27167.582
Baja California,Hombre,2010,9,34483.836
Baja California Sur,Hombre,2010,9,38742.09
Campeche,Hombre,2010,9,27870.01
Coahuila de Zaragoza,Hombre,2010,9,29790.764
Colima,Hombre,2010,9,32925.156
Chiapas,Hombre,2010,9,23880.07
Chihuahua,Hombre,2010,9,31774.387
Ciudad de México,Hombre,2010,9,33745.125
Durango,Hombre,2010,9,25256.285
Guanajuato,Hombre,2010,9,27242.627
Guerrero,Hombre,2010,9,25768.035
Hidalgo,Hombre,2010,9,30716.836
Jalisco,Hombre,2010,9,31265.594
México,Hombre,2010,9,27440.682
Michoacán de Ocampo,Hombre,2010,9,30732.66
Morelos,Hombre,2010,9,24663.73
Nayarit,Hombre,2010,9,29140.678
Nuevo León,Hombre,2010,9,35175.863
Oaxaca,Hombre,2010,9,28220.35
Puebla,Hombre,2010,9,25150.033
Querétaro,Hombre,2010,9,31500.693
Quintana Roo,Hombre,2010,9,32863.813
San Luis Potosí,Hombre,2010,9,28691.5
Sinaloa,Hombre,2010,9,34756.504
Sonora,Hombre,2010,9,31861.889
Tabasco,Hombre,2010,9,33477.52
Tamaulipas,Hombre,2010,9,29133.109
Tlaxcala,Hombre,2010,9,22240.445
Veracruz de Ignacio de la Llave,Hombre,2010,9,30020
Yucatán,Hombre,2010,9,26948.719
Zacatecas,Hombre,2010,9,28438.238
Aguascalientes,Hombre,2010,12,26119.479
Baja California,Hombre,2010,12,32230.785
Baja California Sur,Hombre,2010,12,38633.875
Campeche,Hombre,2010,12,27242.367
Coahuila de Zaragoza,Hombre,2010,12,28576.77
Colima,Hombre,2010,12,32095.861
Chiapas,Hombre,2010,12,23156.83
Chihuahua,Hombre,2010,12,29956.969
Ciudad de México,Hombre,2010,12,33397.211
Durango,Hombre,2010,12,25278.963
Guanajuato,Hombre,2010,12,27364.047
Guerrero,Hombre,2010,12,24536.91
Hidalgo,Hombre,2010,12,28833.357
Jalisco,Hombre,2010,12,31363.006
México,Hombre,2010,12,26436.033
Michoacán de Ocampo,Hombre,2010,12,29860.986
Morelos,Hombre,2010,12,25565.451
Nayarit,Hombre,2010,12,28874.982
Nuevo León,Hombre,2010,12,33718.637
Oaxaca,Hombre,2010,12,27454.697
Puebla,Hombre,2010,12,24483.775
Querétaro,Hombre,2010,12,31246.398
Quintana Roo,Hombre,2010,12,31441.588
San Luis Potosí,Hombre,2010,12,26069.398
Sinaloa,Hombre,2010,12,33342.68
Sonora,Hombre,2010,12,32310.596
Tabasco,Hombre,2010,12,32543.021
Tamaulipas,Hombre,2010,12,28496.24
Tlaxcala,Hombre,2010,12,20802.324
Veracruz de Ignacio de la Llave,Hombre,2010,12,29128.836
Yucatán,Hombre,2010,12,27545.799
Zacatecas,Hombre,2010,12,27269.438
Aguascalientes,Hombre,2011,3,27047.703
Baja California,Hombre,2011,3,34171.688
Baja California Sur,Hombre,2011,3,39099.664
Campeche,Hombre,2011,3,28078.449
Coahuila de Zaragoza,Hombre,2011,3,29361.131
Colima,Hombre,2011,3,32279.65
Chiapas,Hombre,2011,3,23922.828
Chihuahua,Hombre,2011,3,28521.061
Ciudad de México,Hombre,2011,3,33600.77
Durango,Hombre,2011,3,25245.301
Guanajuato,Hombre,2011,3,26431.684
Guerrero,Hombre,2011,3,25778.129
Hidalgo,Hombre,2011,3,29998.734
Jalisco,Hombre,2011,3,30945.732
México,Hombre,2011,3,27457.908
Michoacán de Ocampo,Hombre,2011,3,29325.848
Morelos,Hombre,2011,3,24142.471
Nayarit,Hombre,2011,3,29163.35
Nuevo León,Hombre,2011,3,33181.602
Oaxaca,Hombre,2011,3,27099.66
Puebla,Hombre,2011,3,26212.332
Querétaro,Hombre,2011,3,30492.113
Quintana Roo,Hombre,2011,3,32340.199
San Luis Potosí,Hombre,2011,3,24993.438
Sinaloa,Hombre,2011,3,34470.414
Sonora,Hombre,2011,3,30947.223
Tabasco,Hombre,2011,3,32273.957
Tamaulipas,Hombre,2011,3,28758.666
Tlaxcala,Hombre,2011,3,21608.652
Veracruz de Ignacio de la Llave,Hombre,2011,3,27546.475
Yucatán,Hombre,2011,3,26508.021
Zacatecas,Hombre,2011,3,29232.953
Aguascalientes,Hombre,2011,6,26679.998
Baja California,Hombre,2011,6,33021.215
Baja California Sur,Hombre,2011,6,40395.996
Campeche,Hombre,2011,6,28376.762
Coahuila de Zaragoza,Hombre,2011,6,29685.102
Colima,Hombre,2011,6,32256.697
Chiapas,Hombre,2011,6,24082.055
Chihuahua,Hombre,2011,6,29874.494
Ciudad de México,Hombre,2011,6,35941.953
Durango,Hombre,2011,6,25755.07
Guanajuato,Hombre,2011,6,27345.016
Guerrero,Hombre,2011,6,25106.705
Hidalgo,Hombre,2011,6,30883.25
Jalisco,Hombre,2011,6,31607.938
México,Hombre,2011,6,27215.725
Michoacán de Ocampo,Hombre,2011,6,29971.002
Morelos,Hombre,2011,6,25688.328
Nayarit,Hombre,2011,6,28775.465
Nuevo León,Hombre,2011,6,33842.207
Oaxaca,Hombre,2011,6,26586.711
Puebla,Hombre,2011,6,26066.438
Querétaro,Hombre,2011,6,32602.949
Quintana Roo,Hombre,2011,6,32751.555
San Luis Potosí,Hombre,2011,6,26318.572
Sinaloa,Hombre,2011,6,34973.023
Sonora,Hombre,2011,6,31067.816
Tabasco,Hombre,2011,6,30402.549
Tamaulipas,Hombre,2011,6,26533.809
Tlaxcala,Hombre,2011,6,23574.059
Veracruz de Ignacio de la Llave,Hombre,2011,6,29085.863
Yucatán,Hombre,2011,6,26075.492
Zacatecas,Hombre,2011,6,27973.465
Aguascalientes,Hombre,2011,9,26492.461
Baja California,Hombre,2011,9,32391.291
Baja California Sur,Hombre,2011,9,38504.816
Campeche,Hombre,2011,9,28306.049
Coahuila de Zaragoza,Hombre,2011,9,29631.799
Colima,Hombre,2011,9,30762.756
Chiapas,Hombre,2011,9,23434.061
Chihuahua,Hombre,2011,9,29272.043
Ciudad de México,Hombre,2011,9,34576.934
Durango,Hombre,2011,9,25911.725
Guanajuato,Hombre,2011,9,26860.918
Guerrero,Hombre,2011,9,25469.074
Hidalgo,Hombre,2011,9,29758.803
Jalisco,Hombre,2011,9,31081.445
México,Hombre,2011,9,28946.805
Michoacán de Ocampo,Hombre,2011,9,30492.656
Morelos,Hombre,2011,9,25566.746
Nayarit,Hombre,2011,9,28939.406
Nuevo León,Hombre,2011,9,32824.02
Oaxaca,Hombre,2011,9,26476.813
Puebla,Hombre,2011,9,25340.678
Querétaro,Hombre,2011,9,30154.256
Quintana Roo,Hombre,2011,9,31831.875
San Luis Potosí,Hombre,2011,9,27822.805
Sinaloa,Hombre,2011,9,32344.578
Sonora,Hombre,2011,9,31098.002
Tabasco,Hombre,2011,9,30761.891
Tamaulipas,Hombre,2011,9,27640.816
Tlaxcala,Hombre,2011,9,22053.959
Veracruz de Ignacio de la Llave,Hombre,2011,9,27948.049
Yucatán,Hombre,2011,9,26956.799
Zacatecas,Hombre,2011,9,28534.473
Aguascalientes,Hombre,2011,12,24563.166
Baja California,Hombre,2011,12,32377.537
Baja California Sur,Hombre,2011,12,38610.141
Campeche,Hombre,2011,12,27682.91
Coahuila de Zaragoza,Hombre,2011,12,28555.982
Colima,Hombre,2011,12,30790.035
Chiapas,Hombre,2011,12,23705.17
Chihuahua,Hombre,2011,12,33556.797
Ciudad de México,Hombre,2011,12,32145.416
Durango,Hombre,2011,12,24940.422
Guanajuato,Hombre,2011,12,26198.193
Guerrero,Hombre,2011,12,24416.6
Hidalgo,Hombre,2011,12,29630.957
Jalisco,Hombre,2011,12,30538.004
México,Hombre,2011,12,26427.141
Michoacán de Ocampo,Hombre,2011,12,29255.045
Morelos,Hombre,2011,12,24306.564
Nayarit,Hombre,2011,12,28305.426
Nuevo León,Hombre,2011,12,33625.961
Oaxaca,Hombre,2011,12,27018.297
Puebla,Hombre,2011,12,25700.514
Querétaro,Hombre,2011,12,30127.133
Quintana Roo,Hombre,2011,12,30678.947
San Luis Potosí,Hombre,2011,12,25857.518
Sinaloa,Hombre,2011,12,33021.133
Sonora,Hombre,2011,12,30114.264
Tabasco,Hombre,2011,12,31938.521
Tamaulipas,Hombre,2011,12,26665.203
Tlaxcala,Hombre,2011,12,21859.494
Veracruz de Ignacio de la Llave,Hombre,2011,12,26586.389
Yucatán,Hombre,2011,12,25168.916
Zacatecas,Hombre,2011,12,28361.711
Aguascalientes,Hombre,2012,3,26241.881
Baja California,Hombre,2012,3,31787.16
Baja California Sur,Hombre,2012,3,38221.473
Campeche,Hombre,2012,3,27284.541
Coahuila de Zaragoza,Hombre,2012,3,28382.832
Colima,Hombre,2012,3,31499.244
Chiapas,Hombre,2012,3,23471.863
Chihuahua,Hombre,2012,3,30879.115
Ciudad de México,Hombre,2012,3,33328.23
Durango,Hombre,2012,3,25012.445
Guanajuato,Hombre,2012,3,27047.613
Guerrero,Hombre,2012,3,24236.084
Hidalgo,Hombre,2012,3,28609.051
Jalisco,Hombre,2012,3,29891.48
México,Hombre,2012,3,27557.957
Michoacán de Ocampo,Hombre,2012,3,29590.809
Morelos,Hombre,2012,3,25375.623
Nayarit,Hombre,2012,3,28097.965
Nuevo León,Hombre,2012,3,33175.332
Oaxaca,Hombre,2012,3,26918.627
Puebla,Hombre,2012,3,25795.688
Querétaro,Hombre,2012,3,30276.137
Quintana Roo,Hombre,2012,3,31191.07
San Luis Potosí,Hombre,2012,3,25867.664
Sinaloa,Hombre,2012,3,34066.586
Sonora,Hombre,2012,3,31337
Tabasco,Hombre,2012,3,33213.129
Tamaulipas,Hombre,2012,3,27192.197
Tlaxcala,Hombre,2012,3,21676.791
Veracruz de Ignacio de la Llave,Hombre,2012,3,28860.703
Yucatán,Hombre,2012,3,25722.734
Zacatecas,Hombre,2012,3,28098.906
Aguascalientes,Hombre,2012,6,25934.377
Baja California,Hombre,2012,6,31876.574
Baja California Sur,Hombre,2012,6,38714.598
Campeche,Hombre,2012,6,28559.145
Coahuila de Zaragoza,Hombre,2012,6,29475.807
Colima,Hombre,2012,6,33432.535
Chiapas,Hombre,2012,6,23157.02
Chihuahua,Hombre,2012,6,30114.27
Ciudad de México,Hombre,2012,6,34812.164
Durango,Hombre,2012,6,23978.594
Guanajuato,Hombre,2012,6,26499.551
Guerrero,Hombre,2012,6,23206.328
Hidalgo,Hombre,2012,6,30881.719
Jalisco,Hombre,2012,6,30712.76
México,Hombre,2012,6,26189.057
Michoacán de Ocampo,Hombre,2012,6,29859.574
Morelos,Hombre,2012,6,24585.824
Nayarit,Hombre,2012,6,28263.986
Nuevo León,Hombre,2012,6,32707.607
Oaxaca,Hombre,2012,6,27530.68
Puebla,Hombre,2012,6,25926.115
Querétaro,Hombre,2012,6,30766.65
Quintana Roo,Hombre,2012,6,31208.605
San Luis Potosí,Hombre,2012,6,26181.408
Sinaloa,Hombre,2012,6,34245.129
Sonora,Hombre,2012,6,31698.52
Tabasco,Hombre,2012,6,33287.008
Tamaulipas,Hombre,2012,6,27819.904
Tlaxcala,Hombre,2012,6,20972.715
Veracruz de Ignacio de la Llave,Hombre,2012,6,28422.998
Yucatán,Hombre,2012,6,25402.035
Zacatecas,Hombre,2012,6,28388.178
Aguascalientes,Hombre,2012,9,25580.334
Baja California,Hombre,2012,9,30660.547
Baja California Sur,Hombre,2012,9,38124.906
Campeche,Hombre,2012,9,28001.115
Coahuila de Zaragoza,Hombre,2012,9,29734.426
Colima,Hombre,2012,9,32382.41
Chiapas,Hombre,2012,9,22880.584
Chihuahua,Hombre,2012,9,30260.615
Ciudad de México,Hombre,2012,9,33851.402
Durango,Hombre,2012,9,23882.145
Guanajuato,Hombre,2012,9,26622.191
Guerrero,Hombre,2012,9,22445.375
Hidalgo,Hombre,2012,9,32020.42
Jalisco,Hombre,2012,9,30570.16
México,Hombre,2012,9,26812.984
Michoacán de Ocampo,Hombre,2012,9,28429.164
Morelos,Hombre,2012,9,23677.18
Nayarit,Hombre,2012,9,28749.814
Nuevo León,Hombre,2012,9,34089.898
Oaxaca,Hombre,2012,9,27794.762
Puebla,Hombre,2012,9,27371.922
Querétaro,Hombre,2012,9,28816.793
Quintana Roo,Hombre,2012,9,31375.4
San Luis Potosí,Hombre,2012,9,25484.453
Sinaloa,Hombre,2012,9,32059.639
Sonora,Hombre,2012,9,32820.012
Tabasco,Hombre,2012,9,32468.5
Tamaulipas,Hombre,2012,9,28261.611
Tlaxcala,Hombre,2012,9,22200.32
Veracruz de Ignacio de la Llave,Hombre,2012,9,27297.807
Yucatán,Hombre,2012,9,26159.496
Zacatecas,Hombre,2012,9,27173.926
Aguascalientes,Hombre,2012,12,27603.686
Baja California,Hombre,2012,12,30893.426
Baja California Sur,Hombre,2012,12,38157.504
Campeche,Hombre,2012,12,28137.736
Coahuila de Zaragoza,Hombre,2012,12,29390.203
Colima,Hombre,2012,12,30826.855
Chiapas,Hombre,2012,12,23059.818
Chihuahua,Hombre,2012,12,30963.705
Ciudad de México,Hombre,2012,12,33366.551
Durango,Hombre,2012,12,24103.219
Guanajuato,Hombre,2012,12,26792.756
Guerrero,Hombre,2012,12,23840.117
Hidalgo,Hombre,2012,12,28643.184
Jalisco,Hombre,2012,12,31029.533
México,Hombre,2012,12,25310.26
Michoacán de Ocampo,Hombre,2012,12,29130.895
Morelos,Hombre,2012,12,25643.002
Nayarit,Hombre,2012,12,28615.119
Nuevo León,Hombre,2012,12,32484.809
Oaxaca,Hombre,2012,12,27446.098
Puebla,Hombre,2012,12,27399.15
Querétaro,Hombre,2012,12,29884.637
Quintana Roo,Hombre,2012,12,30735.199
San Luis Potosí,Hombre,2012,12,27522.01
Sinaloa,Hombre,2012,12,33581.16
Sonora,Hombre,2012,12,31397.049
Tabasco,Hombre,2012,12,33503.441
Tamaulipas,Hombre,2012,12,27537.824
Tlaxcala,Hombre,2012,12,21531.283
Veracruz de Ignacio de la Llave,Hombre,2012,12,28490.854
Yucatán,Hombre,2012,12,26013.453
Zacatecas,Hombre,2012,12,26927.602
Aguascalientes,Hombre,2013,3,25390.396
Baja California,Hombre,2013,3,30478.941
Baja California Sur,Hombre,2013,3,37286.316
Campeche,Hombre,2013,3,26958.75
Coahuila de Zaragoza,Hombre,2013,3,30492.352
Colima,Hombre,2013,3,32275.459
Chiapas,Hombre,2013,3,23003.973
Chihuahua,Hombre,2013,3,30510.047
Ciudad de México,Hombre,2013,3,32811.938
Durango,Hombre,2013,3,24648.859
Guanajuato,Hombre,2013,3,26243.441
Guerrero,Hombre,2013,3,23499.5
Hidalgo,Hombre,2013,3,30392.887
Jalisco,Hombre,2013,3,31677.084
México,Hombre,2013,3,27794.791
Michoacán de Ocampo,Hombre,2013,3,28757.02
Morelos,Hombre,2013,3,22976.359
Nayarit,Hombre,2013,3,28762.697
Nuevo León,Hombre,2013,3,31762.951
Oaxaca,Hombre,2013,3,26869.113
Puebla,Hombre,2013,3,25784.348
Querétaro,Hombre,2013,3,30349.592
Quintana Roo,Hombre,2013,3,31809.717
San Luis Potosí,Hombre,2013,3,25543.891
Sinaloa,Hombre,2013,3,33826.625
Sonora,Hombre,2013,3,34185.066
Tabasco,Hombre,2013,3,32093.729
Tamaulipas,Hombre,2013,3,27742.449
Tlaxcala,Hombre,2013,3,21238.525
Veracruz de Ignacio de la Llave,Hombre,2013,3,26640.732
Yucatán,Hombre,2013,3,24419.602
Zacatecas,Hombre,2013,3,28907.863
Aguascalientes,Hombre,2013,6,25987.73
Baja California,Hombre,2013,6,30360.029
Baja California Sur,Hombre,2013,6,38561.84
Campeche,Hombre,2013,6,28926.383
Coahuila de Zaragoza,Hombre,2013,6,31178.57
Colima,Hombre,2013,6,34887.93
Chiapas,Hombre,2013,6,22607.504
Chihuahua,Hombre,2013,6,32675.262
Ciudad de México,Hombre,2013,6,32153.182
Durango,Hombre,2013,6,24882.615
Guanajuato,Hombre,2013,6,26220.336
Guerrero,Hombre,2013,6,23768.967
Hidalgo,Hombre,2013,6,29623.455
Jalisco,Hombre,2013,6,31395.574
México,Hombre,2013,6,25176.791
Michoacán de Ocampo,Hombre,2013,6,27767.637
Morelos,Hombre,2013,6,23822.176
Nayarit,Hombre,2013,6,28650.697
Nuevo León,Hombre,2013,6,33798.719
Oaxaca,Hombre,2013,6,25914.029
Puebla,Hombre,2013,6,25314.838
Querétaro,Hombre,2013,6,29944.406
Quintana Roo,Hombre,2013,6,30653.58
San Luis Potosí,Hombre,2013,6,26049.063
Sinaloa,Hombre,2013,6,33823.715
Sonora,Hombre,2013,6,33771.652
Tabasco,Hombre,2013,6,31551.953
Tamaulipas,Hombre,2013,6,28242.295
Tlaxcala,Hombre,2013,6,21067.123
Veracruz de Ignacio de la Llave,Hombre,2013,6,26650.826
Yucatán,Hombre,2013,6,26695.094
Zacatecas,Hombre,2013,6,27400.279
Aguascalientes,Hombre,2013,9,24533.023
Baja California,Hombre,2013,9,30542.303
Baja California Sur,Hombre,2013,9,38402.898
Campeche,Hombre,2013,9,29718.047
Coahuila de Zaragoza,Hombre,2013,9,31211.301
Colima,Hombre,2013,9,31955.068
Chiapas,Hombre,2013,9,23134.18
Chihuahua,Hombre,2013,9,30100.645
Ciudad de México,Hombre,2013,9,32291.551
Durango,Hombre,2013,9,23950.932
Guanajuato,Hombre,2013,9,25793.066
Guerrero,Hombre,2013,9,22196.102
Hidalgo,Hombre,2013,9,30310.463
Jalisco,Hombre,2013,9,30574.639
México,Hombre,2013,9,24926.705
Michoacán de Ocampo,Hombre,2013,9,27520.895
Morelos,Hombre,2013,9,23349.607
Nayarit,Hombre,2013,9,28161.604
Nuevo León,Hombre,2013,9,32541
Oaxaca,Hombre,2013,9,26949.229
Puebla,Hombre,2013,9,25965.625
Querétaro,Hombre,2013,9,30685.35
Quintana Roo,Hombre,2013,9,31700.15
San Luis Potosí,Hombre,2013,9,26663.41
Sinaloa,Hombre,2013,9,34754.234
Sonora,Hombre,2013,9,34606.734
Tabasco,Hombre,2013,9,30258.361
Tamaulipas,Hombre,2013,9,28464.363
Tlaxcala,Hombre,2013,9,20733.182
Veracruz de Ignacio de la Llave,Hombre,2013,9,26800.117
Yucatán,Hombre,2013,9,26612.984
Zacatecas,Hombre,2013,9,27744.025
Aguascalientes,Hombre,2013,12,26572.223
Baja California,Hombre,2013,12,29495
Baja California Sur,Hombre,2013,12,37106.219
Campeche,Hombre,2013,12,29086.984
Coahuila de Zaragoza,Hombre,2013,12,30843.281
Colima,Hombre,2013,12,33356.238
Chiapas,Hombre,2013,12,22112.773
Chihuahua,Hombre,2013,12,30662.57
Ciudad de México,Hombre,2013,12,30949.613
Durango,Hombre,2013,12,24030.869
Guanajuato,Hombre,2013,12,25915.906
Guerrero,Hombre,2013,12,21575.682
Hidalgo,Hombre,2013,12,29471.877
Jalisco,Hombre,2013,12,30467.305
México,Hombre,2013,12,26617.146
Michoacán de Ocampo,Hombre,2013,12,27810.406
Morelos,Hombre,2013,12,23465.668
Nayarit,Hombre,2013,12,27852.549
Nuevo León,Hombre,2013,12,31802.133
Oaxaca,Hombre,2013,12,26303.332
Puebla,Hombre,2013,12,25357.66
Querétaro,Hombre,2013,12,29377.27
Quintana Roo,Hombre,2013,12,30376.939
San Luis Potosí,Hombre,2013,12,25718.971
Sinaloa,Hombre,2013,12,32979.227
Sonora,Hombre,2013,12,33876.438
Tabasco,Hombre,2013,12,30843.797
Tamaulipas,Hombre,2013,12,28047.99
Tlaxcala,Hombre,2013,12,20257.336
Veracruz de Ignacio de la Llave,Hombre,2013,12,26366.9
Yucatán,Hombre,2013,12,26414.662
Zacatecas,Hombre,2013,12,25109.43
Aguascalientes,Hombre,2014,3,25752.139
Baja California,Hombre,2014,3,29772.6
Baja California Sur,Hombre,2014,3,39215.098
Campeche,Hombre,2014,3,29273.65
Coahuila de Zaragoza,Hombre,2014,3,30584.299
Colima,Hombre,2014,3,32260.563
Chiapas,Hombre,2014,3,22229.967
Chihuahua,Hombre,2014,3,28970.174
Ciudad de México,Hombre,2014,3,29522.602
Durango,Hombre,2014,3,24605.291
Guanajuato,Hombre,2014,3,26329.805
Guerrero,Hombre,2014,3,22547.715
Hidalgo,Hombre,2014,3,28842.135
Jalisco,Hombre,2014,3,29922.631
México,Hombre,2014,3,24401.061
Michoacán de Ocampo,Hombre,2014,3,27910.189
Morelos,Hombre,2014,3,21995.479
Nayarit,Hombre,2014,3,27982.295
Nuevo León,Hombre,2014,3,31927.881
Oaxaca,Hombre,2014,3,24874.188
Puebla,Hombre,2014,3,25212.104
Querétaro,Hombre,2014,3,29994.371
Quintana Roo,Hombre,2014,3,30010.658
San Luis Potosí,Hombre,2014,3,25834.51
Sinaloa,Hombre,2014,3,33607.5
Sonora,Hombre,2014,3,35940.16
Tabasco,Hombre,2014,3,30604.541
Tamaulipas,Hombre,2014,3,27198.777
Tlaxcala,Hombre,2014,3,20402.6
Veracruz de Ignacio de la Llave,Hombre,2014,3,24660.855
Yucatán,Hombre,2014,3,24870.549
Zacatecas,Hombre,2014,3,26946.254
Aguascalientes,Hombre,2014,6,25446.828
Baja California,Hombre,2014,6,29799.18
Baja California Sur,Hombre,2014,6,37029.324
Campeche,Hombre,2014,6,29224.924
Coahuila de Zaragoza,Hombre,2014,6,29332.791
Colima,Hombre,2014,6,31564.467
Chiapas,Hombre,2014,6,21987.549
Chihuahua,Hombre,2014,6,31079.037
Ciudad de México,Hombre,2014,6,31293.955
Durango,Hombre,2014,6,23734.381
Guanajuato,Hombre,2014,6,25655.766
Guerrero,Hombre,2014,6,22272.229
Hidalgo,Hombre,2014,6,28232.84
Jalisco,Hombre,2014,6,30654.102
México,Hombre,2014,6,23844.652
Michoacán de Ocampo,Hombre,2014,6,28108.871
Morelos,Hombre,2014,6,21841.531
Nayarit,Hombre,2014,6,27979.863
Nuevo León,Hombre,2014,6,31185.729
Oaxaca,Hombre,2014,6,25278.236
Puebla,Hombre,2014,6,24440.076
Querétaro,Hombre,2014,6,30198.148
Quintana Roo,Hombre,2014,6,29045.58
San Luis Potosí,Hombre,2014,6,26746.316
Sinaloa,Hombre,2014,6,32587.086
Sonora,Hombre,2014,6,34703.93
Tabasco,Hombre,2014,6,31826.521
Tamaulipas,Hombre,2014,6,26382.578
Tlaxcala,Hombre,2014,6,20085.295
Veracruz de Ignacio de la Llave,Hombre,2014,6,24091.381
Yucatán,Hombre,2014,6,24265.184
Zacatecas,Hombre,2014,6,26843.428
Aguascalientes,Hombre,2014,9,25659.947
Baja California,Hombre,2014,9,29717.777
Baja California Sur,Hombre,2014,9,34671.793
Campeche,Hombre,2014,9,28838.771
Coahuila de Zaragoza,Hombre,2014,9,30030.365
Colima,Hombre,2014,9,31469.785
Chiapas,Hombre,2014,9,22003.705
Chihuahua,Hombre,2014,9,30231.049
Ciudad de México,Hombre,2014,9,28358.877
Durango,Hombre,2014,9,23699.064
Guanajuato,Hombre,2014,9,25722.277
Guerrero,Hombre,2014,9,22206.465
Hidalgo,Hombre,2014,9,28251.344
Jalisco,Hombre,2014,9,30304.516
México,Hombre,2014,9,24313.965
Michoacán de Ocampo,Hombre,2014,9,28658.648
Morelos,Hombre,2014,9,22050.174
Nayarit,Hombre,2014,9,28039.486
Nuevo León,Hombre,2014,9,33085.238
Oaxaca,Hombre,2014,9,25146.705
Puebla,Hombre,2014,9,24227.852
Querétaro,Hombre,2014,9,30560.367
Quintana Roo,Hombre,2014,9,28568.889
San Luis Potosí,Hombre,2014,9,25403.625
Sinaloa,Hombre,2014,9,32943.723
Sonora,Hombre,2014,9,34409.129
Tabasco,Hombre,2014,9,30632.141
Tamaulipas,Hombre,2014,9,26401.299
Tlaxcala,Hombre,2014,9,20761.846
Veracruz de Ignacio de la Llave,Hombre,2014,9,23939.959
Yucatán,Hombre,2014,9,24167.344
Zacatecas,Hombre,2014,9,26479.018
Aguascalientes,Hombre,2014,12,23928.852
Baja California,Hombre,2014,12,29384.455
Baja California Sur,Hombre,2014,12,36806.375
Campeche,Hombre,2014,12,28179.803
Coahuila de Zaragoza,Hombre,2014,12,29616.807
Colima,Hombre,2014,12,30793.033
Chiapas,Hombre,2014,12,21652.967
Chihuahua,Hombre,2014,12,28973.324
Ciudad de México,Hombre,2014,12,29547.715
Durango,Hombre,2014,12,23492.215
Guanajuato,Hombre,2014,12,25925.734
Guerrero,Hombre,2014,12,21546.635
Hidalgo,Hombre,2014,12,27430.721
Jalisco,Hombre,2014,12,28631.973
México,Hombre,2014,12,23090.326
Michoacán de Ocampo,Hombre,2014,12,27184.854
Morelos,Hombre,2014,12,21765.172
Nayarit,Hombre,2014,12,27103.072
Nuevo León,Hombre,2014,12,32029.277
