ent,sex,year,mes,saltrim
Jalisco,Hombre,2019,12,30716.279
México,Hombre,2019,12,23167.424
Michoacán de Ocampo,Hombre,2019,12,27572.424
Morelos,Hombre,2019,12,20021.84
Nayarit,Hombre,2019,12,28254.023
Nuevo León,Hombre,2019,12,37134.242
Oaxaca,Hombre,2019,12,24100.164
Puebla,Hombre,2019,12,25559.754
Querétaro,Hombre,2019,12,33243.406
Quintana Roo,Hombre,2019,12,29790.576
San Luis Potosí,Hombre,2019,12,29215.904
Sinaloa,Hombre,2019,12,32687.836
Sonora,Hombre,2019,12,31710.928
Tabasco,Hombre,2019,12,25616.301
Tamaulipas,Hombre,2019,12,29092.557
Tlaxcala,Hombre,2019,12,21683.389
Veracruz de Ignacio de la Llave,Hombre,2019,12,21601.402
Yucatán,Hombre,2019,12,26227.121
Zacatecas,Hombre,2019,12,26419.512
Aguascalientes,Hombre,2020,3,28038.678
Baja California,Hombre,2020,3,33445.98
Baja California Sur,Hombre,2020,3,37311.27
Campeche,Hombre,2020,3,31139.584
Coahuila de Zaragoza,Hombre,2020,3,33049.922
Colima,Hombre,2020,3,31284.9
Chiapas,Hombre,2020,3,22789.068
Chihuahua,Hombre,2020,3,33897.246
Ciudad de México,Hombre,2020,3,34036.387
Durango,Hombre,2020,3,27663.176
Guanajuato,Hombre,2020,3,28710.088
Guerrero,Hombre,2020,3,22420.332
Hidalgo,Hombre,2020,3,27198.58
Jalisco,Hombre,2020,3,32064.088
México,Hombre,2020,3,24116.258
Michoacán de Ocampo,Hombre,2020,3,28111.656
Morelos,Hombre,2020,3,20759.611
Nayarit,Hombre,2020,3,29316.184
Nuevo León,Hombre,2020,3,38383.633
Oaxaca,Hombre,2020,3,24261.467
Puebla,Hombre,2020,3,25292.049
Querétaro,Hombre,2020,3,31862.855
Quintana Roo,Hombre,2020,3,29473.088
San Luis Potosí,Hombre,2020,3,29553.258
Sinaloa,Hombre,2020,3,32223.988
Sonora,Hombre,2020,3,33387.566
Tabasco,Hombre,2020,3,26481.771
Tamaulipas,Hombre,2020,3,29537.412
Tlaxcala,Hombre,2020,3,21444.459
Veracruz de Ignacio de la Llave,Hombre,2020,3,24571.293
Yucatán,Hombre,2020,3,27500.107
Zacatecas,Hombre,2020,3,27559.281
Aguascalientes,Hombre,2020,9,26831.689
Baja California,Hombre,2020,9,33952.813
Baja California Sur,Hombre,2020,9,34868.473
Campeche,Hombre,2020,9,28634.412
Coahuila de Zaragoza,Hombre,2020,9,31320.016
Colima,Hombre,2020,9,28959.922
Chiapas,Hombre,2020,9,22096.936
Chihuahua,Hombre,2020,9,33850.379
Ciudad de México,Hombre,2020,9,28755.623
Durango,Hombre,2020,9,26097.17
Guanajuato,Hombre,2020,9,26617.566
Guerrero,Hombre,2020,9,22578.617
Hidalgo,Hombre,2020,9,24931.727
Jalisco,Hombre,2020,9,30348.645
México,Hombre,2020,9,23637.902
Michoacán de Ocampo,Hombre,2020,9,28831.52
Morelos,Hombre,2020,9,21668.217
Nayarit,Hombre,2020,9,30806.715
Nuevo León,Hombre,2020,9,34384.258
Oaxaca,Hombre,2020,9,23181.113
Puebla,Hombre,2020,9,23871.254
Querétaro,Hombre,2020,9,29505.932
Quintana Roo,Hombre,2020,9,25706.791
San Luis Potosí,Hombre,2020,9,31370.867
Sinaloa,Hombre,2020,9,29708.186
Sonora,Hombre,2020,9,32434.104
Tabasco,Hombre,2020,9,23738.781
Tamaulipas,Hombre,2020,9,27705.172
Tlaxcala,Hombre,2020,9,20403.455
Veracruz de Ignacio de la Llave,Hombre,2020,9,24917.479
Yucatán,Hombre,2020,9,26257.371
Zacatecas,Hombre,2020,9,26613.465
Aguascalientes,Hombre,2020,12,28276.627
Baja California,Hombre,2020,12,33008.516
Baja California Sur,Hombre,2020,12,37240.664
Campeche,Hombre,2020,12,29475.412
Coahuila de Zaragoza,Hombre,2020,12,31369.801
Colima,Hombre,2020,12,29528.93
Chiapas,Hombre,2020,12,22600.713
Chihuahua,Hombre,2020,12,32238.738
Ciudad de México,Hombre,2020,12,30795.059
Durango,Hombre,2020,12,26156.18
Guanajuato,Hombre,2020,12,27177.063
Guerrero,Hombre,2020,12,22189.67
Hidalgo,Hombre,2020,12,27517.625
Jalisco,Hombre,2020,12,30382.998
México,Hombre,2020,12,23733.18
Michoacán de Ocampo,Hombre,2020,12,29093.107
Morelos,Hombre,2020,12,22359.084
Nayarit,Hombre,2020,12,31576.119
Nuevo León,Hombre,2020,12,36590.008
Oaxaca,Hombre,2020,12,23313.883
Puebla,Hombre,2020,12,24601.848
Querétaro,Hombre,2020,12,31084.889
Quintana Roo,Hombre,2020,12,27266.377
San Luis Potosí,Hombre,2020,12,34058.488
Sinaloa,Hombre,2020,12,31915.34
Sonora,Hombre,2020,12,33145.445
Tabasco,Hombre,2020,12,25542.781
Tamaulipas,Hombre,2020,12,29356.479
Tlaxcala,Hombre,2020,12,20363.701
Veracruz de Ignacio de la Llave,Hombre,2020,12,24924.713
Yucatán,Hombre,2020,12,26989.805
Zacatecas,Hombre,2020,12,25547.223
Aguascalientes,Hombre,2021,3,26688.002
Baja California,Hombre,2021,3,34828.98
Baja California Sur,Hombre,2021,3,35212.453
Campeche,Hombre,2021,3,30133.193
Coahuila de Zaragoza,Hombre,2021,3,31757.34
Colima,Hombre,2021,3,30418.178
Chiapas,Hombre,2021,3,22354.648
Chihuahua,Hombre,2021,3,33208.434
Ciudad de México,Hombre,2021,3,30541.725
Durango,Hombre,2021,3,26551.072
Guanajuato,Hombre,2021,3,27700.211
Guerrero,Hombre,2021,3,22868.898
Hidalgo,Hombre,2021,3,26448.119
Jalisco,Hombre,2021,3,30126.434
México,Hombre,2021,3,24715.5
Michoacán de Ocampo,Hombre,2021,3,27067.451
Morelos,Hombre,2021,3,22710.336
Nayarit,Hombre,2021,3,30320.602
Nuevo León,Hombre,2021,3,36105.801
Oaxaca,Hombre,2021,3,22602.523
Puebla,Hombre,2021,3,22945.801
Querétaro,Hombre,2021,3,30996.115
Quintana Roo,Hombre,2021,3,26807.57
San Luis Potosí,Hombre,2021,3,34148.73
Sinaloa,Hombre,2021,3,32732.406
Sonora,Hombre,2021,3,33229.082
Tabasco,Hombre,2021,3,25535.664
Tamaulipas,Hombre,2021,3,28725.928
Tlaxcala,Hombre,2021,3,20284.225
Veracruz de Ignacio de la Llave,Hombre,2021,3,25673.24
Yucatán,Hombre,2021,3,28067.01
Zacatecas,Hombre,2021,3,27049.857
Aguascalientes,Hombre,2021,6,26467.957
Baja California,Hombre,2021,6,34545.121
Baja California Sur,Hombre,2021,6,37963.195
Campeche,Hombre,2021,6,30525.699
Coahuila de Zaragoza,Hombre,2021,6,31313.658
Colima,Hombre,2021,6,32532.807
Chiapas,Hombre,2021,6,22740.281
Chihuahua,Hombre,2021,6,32421.961
Ciudad de México,Hombre,2021,6,31474.139
Durango,Hombre,2021,6,26252.025
Guanajuato,Hombre,2021,6,26483.537
Guerrero,Hombre,2021,6,21471.496
Hidalgo,Hombre,2021,6,27674.379
Jalisco,Hombre,2021,6,30148.432
México,Hombre,2021,6,24219.688
Michoacán de Ocampo,Hombre,2021,6,28416.934
Morelos,Hombre,2021,6,22296.072
Nayarit,Hombre,2021,6,30554.689
Nuevo León,Hombre,2021,6,36723.77
Oaxaca,Hombre,2021,6,23138.764
Puebla,Hombre,2021,6,24272.736
Querétaro,Hombre,2021,6,32614.672
Quintana Roo,Hombre,2021,6,28384.412
San Luis Potosí,Hombre,2021,6,33143.984
Sinaloa,Hombre,2021,6,32304.906
Sonora,Hombre,2021,6,33500.75
Tabasco,Hombre,2021,6,26566.701
Tamaulipas,Hombre,2021,6,29506.012
Tlaxcala,Hombre,2021,6,20910.258
Veracruz de Ignacio de la Llave,Hombre,2021,6,24800.412
Yucatán,Hombre,2021,6,26714.24
Zacatecas,Hombre,2021,6,27739.143
Aguascalientes,Hombre,2021,9,28279.977
Baja California,Hombre,2021,9,35410.426
Baja California Sur,Hombre,2021,9,40539.008
Campeche,Hombre,2021,9,29490.838
Coahuila de Zaragoza,Hombre,2021,9,31745.061
Colima,Hombre,2021,9,30982.521
Chiapas,Hombre,2021,9,21644.727
Chihuahua,Hombre,2021,9,33844.797
Ciudad de México,Hombre,2021,9,31350.787
Durango,Hombre,2021,9,25413.068
Guanajuato,Hombre,2021,9,26933.65
Guerrero,Hombre,2021,9,21863.154
Hidalgo,Hombre,2021,9,26206.641
Jalisco,Hombre,2021,9,30477.25
México,Hombre,2021,9,24510.902
Michoacán de Ocampo,Hombre,2021,9,28286.076
Morelos,Hombre,2021,9,21908.416
Nayarit,Hombre,2021,9,29577.184
Nuevo León,Hombre,2021,9,38175.023
Oaxaca,Hombre,2021,9,22773.031
Puebla,Hombre,2021,9,23952.174
Querétaro,Hombre,2021,9,31843.906
Quintana Roo,Hombre,2021,9,28485.861
San Luis Potosí,Hombre,2021,9,29867.029
Sinaloa,Hombre,2021,9,32830.746
Sonora,Hombre,2021,9,32693.064
Tabasco,Hombre,2021,9,26234.859
Tamaulipas,Hombre,2021,9,29276.492
Tlaxcala,Hombre,2021,9,21002.016
Veracruz de Ignacio de la Llave,Hombre,2021,9,24490.691
Yucatán,Hombre,2021,9,26503.895
Zacatecas,Hombre,2021,9,26072.816
Aguascalientes,Hombre,2021,12,26795.846
Baja California,Hombre,2021,12,35538.121
Baja California Sur,Hombre,2021,12,40915.938
Campeche,Hombre,2021,12,29341.342
Coahuila de Zaragoza,Hombre,2021,12,31547.66
Colima,Hombre,2021,12,31144.637
Chiapas,Hombre,2021,12,21893.174
Chihuahua,Hombre,2021,12,32348.141
Ciudad de México,Hombre,2021,12,33101.617
Durango,Hombre,2021,12,25670.625
Guanajuato,Hombre,2021,12,26343.574
Guerrero,Hombre,2021,12,22168.146
Hidalgo,Hombre,2021,12,26476.143
Jalisco,Hombre,2021,12,29655
México,Hombre,2021,12,23764.502
Michoacán de Ocampo,Hombre,2021,12,28602.463
Morelos,Hombre,2021,12,22284.17
Nayarit,Hombre,2021,12,28849.336
Nuevo León,Hombre,2021,12,36407.184
Oaxaca,Hombre,2021,12,22516.301
Puebla,Hombre,2021,12,22702.83
Querétaro,Hombre,2021,12,32438.9
Quintana Roo,Hombre,2021,12,27345.371
San Luis Potosí,Hombre,2021,12,29018.74
Sinaloa,Hombre,2021,12,32367.668
Sonora,Hombre,2021,12,32310.5
Tabasco,Hombre,2021,12,25692.939
Tamaulipas,Hombre,2021,12,28669.928
Tlaxcala,Hombre,2021,12,21308.121
Veracruz de Ignacio de la Llave,Hombre,2021,12,23879.172
Yucatán,Hombre,2021,12,25360.447
Zacatecas,Hombre,2021,12,25879.172
Aguascalientes,Hombre,2022,3,28446.945
Baja California,Hombre,2022,3,37462.324
Baja California Sur,Hombre,2022,3,38721.621
Campeche,Hombre,2022,3,31460.709
Coahuila de Zaragoza,Hombre,2022,3,31557.293
Colima,Hombre,2022,3,31811.93
Chiapas,Hombre,2022,3,22503.584
Chihuahua,Hombre,2022,3,33295.965
Ciudad de México,Hombre,2022,3,32239.486
Durango,Hombre,2022,3,26721.381
Guanajuato,Hombre,2022,3,27862.678
Guerrero,Hombre,2022,3,22175.756
Hidalgo,Hombre,2022,3,26209.777
Jalisco,Hombre,2022,3,28832.049
México,Hombre,2022,3,24258.588
Michoacán de Ocampo,Hombre,2022,3,27962.076
Morelos,Hombre,2022,3,22451.359
Nayarit,Hombre,2022,3,29598.813
Nuevo León,Hombre,2022,3,36460.375
Oaxaca,Hombre,2022,3,23314.299
Puebla,Hombre,2022,3,23547.021
Querétaro,Hombre,2022,3,30893.324
Quintana Roo,Hombre,2022,3,29068.309
San Luis Potosí,Hombre,2022,3,27713.01
Sinaloa,Hombre,2022,3,33527.086
Sonora,Hombre,2022,3,32271.008
Tabasco,Hombre,2022,3,27261.965
Tamaulipas,Hombre,2022,3,29525.9
Tlaxcala,Hombre,2022,3,21444.643
Veracruz de Ignacio de la Llave,Hombre,2022,3,24934.896
Yucatán,Hombre,2022,3,27361.084
Zacatecas,Hombre,2022,3,27119.418
Aguascalientes,Hombre,2022,6,28370.98
Baja California,Hombre,2022,6,37817.707
Baja California Sur,Hombre,2022,6,40033.691
Campeche,Hombre,2022,6,30014.051
Coahuila de Zaragoza,Hombre,2022,6,31198.797
Colima,Hombre,2022,6,31249.072
Chiapas,Hombre,2022,6,22360.014
Chihuahua,Hombre,2022,6,34355.352
Ciudad de México,Hombre,2022,6,30579.529
Durango,Hombre,2022,6,26521.453
Guanajuato,Hombre,2022,6,26385.76
Guerrero,Hombre,2022,6,22124.395
Hidalgo,Hombre,2022,6,25801.953
Jalisco,Hombre,2022,6,31121.391
México,Hombre,2022,6,24213.666
Michoacán de Ocampo,Hombre,2022,6,29209.842
Morelos,Hombre,2022,6,23223.045
Nayarit,Hombre,2022,6,29561.949
Nuevo León,Hombre,2022,6,35811.098
Oaxaca,Hombre,2022,6,24337.412
Puebla,Hombre,2022,6,23442.16
Querétaro,Hombre,2022,6,31555.32
Quintana Roo,Hombre,2022,6,29757.129
San Luis Potosí,Hombre,2022,6,28770.252
Sinaloa,Hombre,2022,6,33457.27
Sonora,Hombre,2022,6,32237.648
Tabasco,Hombre,2022,6,27039.811
Tamaulipas,Hombre,2022,6,30438.977
Tlaxcala,Hombre,2022,6,21343.877
Veracruz de Ignacio de la Llave,Hombre,2022,6,24749.789
Yucatán,Hombre,2022,6,26902.777
Zacatecas,Hombre,2022,6,26413.258
Aguascalientes,Mujer,2005,3,23119.873
Baja California,Mujer,2005,3,32473.314
Baja California Sur,Mujer,2005,3,30189.086
Campeche,Mujer,2005,3,20148.828
Coahuila de Zaragoza,Mujer,2005,3,27130.672
Colima,Mujer,2005,3,23478.592
Chiapas,Mujer,2005,3,19466.406
Chihuahua,Mujer,2005,3,26911.752
Ciudad de México,Mujer,2005,3,29963.914
Durango,Mujer,2005,3,21505.652
Guanajuato,Mujer,2005,3,20621.135
Guerrero,Mujer,2005,3,19273.584
Hidalgo,Mujer,2005,3,22772.432
Jalisco,Mujer,2005,3,24129.641
México,Mujer,2005,3,21589.57
Michoacán de Ocampo,Mujer,2005,3,23412.318
Morelos,Mujer,2005,3,19336.348
Nayarit,Mujer,2005,3,22168.016
Nuevo León,Mujer,2005,3,29037.346
Oaxaca,Mujer,2005,3,21812.074
Puebla,Mujer,2005,3,20441.762
Querétaro,Mujer,2005,3,25716.918
Quintana Roo,Mujer,2005,3,28054.873
San Luis Potosí,Mujer,2005,3,22459.717
Sinaloa,Mujer,2005,3,24895.051
Sonora,Mujer,2005,3,28270.502
Tabasco,Mujer,2005,3,28545.961
Tamaulipas,Mujer,2005,3,23431.207
Tlaxcala,Mujer,2005,3,18474.621
Veracruz de Ignacio de la Llave,Mujer,2005,3,20437.779
Yucatán,Mujer,2005,3,19470.086
Zacatecas,Mujer,2005,3,25294.301
Aguascalientes,Mujer,2005,6,23536.604
Baja California,Mujer,2005,6,32526.41
Baja California Sur,Mujer,2005,6,30541.318
Campeche,Mujer,2005,6,19827.018
Coahuila de Zaragoza,Mujer,2005,6,25546.717
Colima,Mujer,2005,6,23527.15
Chiapas,Mujer,2005,6,19916.195
Chihuahua,Mujer,2005,6,26064.215
Ciudad de México,Mujer,2005,6,27705.301
Durango,Mujer,2005,6,21482.869
Guanajuato,Mujer,2005,6,21112.078
Guerrero,Mujer,2005,6,20496.986
Hidalgo,Mujer,2005,6,22251.543
Jalisco,Mujer,2005,6,24704.838
México,Mujer,2005,6,23911.547
Michoacán de Ocampo,Mujer,2005,6,23718.99
Morelos,Mujer,2005,6,19808.264
Nayarit,Mujer,2005,6,21680.607
Nuevo León,Mujer,2005,6,29829.396
Oaxaca,Mujer,2005,6,19183.469
Puebla,Mujer,2005,6,20322.02
Querétaro,Mujer,2005,6,26948.398
Quintana Roo,Mujer,2005,6,25978.951
San Luis Potosí,Mujer,2005,6,24182.559
Sinaloa,Mujer,2005,6,25025.549
Sonora,Mujer,2005,6,26603.184
Tabasco,Mujer,2005,6,27093.904
Tamaulipas,Mujer,2005,6,23123.676
Tlaxcala,Mujer,2005,6,17846.982
Veracruz de Ignacio de la Llave,Mujer,2005,6,20252.041
Yucatán,Mujer,2005,6,19776.832
Zacatecas,Mujer,2005,6,25055.602
Aguascalientes,Mujer,2005,9,25588.836
Baja California,Mujer,2005,9,32876.715
Baja California Sur,Mujer,2005,9,29422.188
Campeche,Mujer,2005,9,19940.633
Coahuila de Zaragoza,Mujer,2005,9,26035.285
Colima,Mujer,2005,9,23562.047
Chiapas,Mujer,2005,9,19202.221
Chihuahua,Mujer,2005,9,27142.025
Ciudad de México,Mujer,2005,9,29427.566
Durango,Mujer,2005,9,22386.779
Guanajuato,Mujer,2005,9,20859.549
Guerrero,Mujer,2005,9,21535.744
Hidalgo,Mujer,2005,9,22394.662
Jalisco,Mujer,2005,9,24605.682
México,Mujer,2005,9,24785.447
Michoacán de Ocampo,Mujer,2005,9,22274.408
Morelos,Mujer,2005,9,20166.635
Nayarit,Mujer,2005,9,22130.33
Nuevo León,Mujer,2005,9,30980.547
Oaxaca,Mujer,2005,9,20378.238
Puebla,Mujer,2005,9,20544.23
Querétaro,Mujer,2005,9,25744.816
Quintana Roo,Mujer,2005,9,26643.18
San Luis Potosí,Mujer,2005,9,25140.895
Sinaloa,Mujer,2005,9,25418.211
Sonora,Mujer,2005,9,27559.109
Tabasco,Mujer,2005,9,27149.842
Tamaulipas,Mujer,2005,9,23588.008
Tlaxcala,Mujer,2005,9,17433.467
Veracruz de Ignacio de la Llave,Mujer,2005,9,21363.672
Yucatán,Mujer,2005,9,19812.5
Zacatecas,Mujer,2005,9,24200.418
Aguascalientes,Mujer,2005,12,23569.807
Baja California,Mujer,2005,12,33222.93
Baja California Sur,Mujer,2005,12,31522.705
Campeche,Mujer,2005,12,21257.008
Coahuila de Zaragoza,Mujer,2005,12,26566.877
Colima,Mujer,2005,12,23563.418
Chiapas,Mujer,2005,12,19546.16
Chihuahua,Mujer,2005,12,29596.561
Ciudad de México,Mujer,2005,12,29533.391
Durango,Mujer,2005,12,22539.639
Guanajuato,Mujer,2005,12,21476.863
Guerrero,Mujer,2005,12,20319.65
Hidalgo,Mujer,2005,12,24000.75
Jalisco,Mujer,2005,12,23495.961
México,Mujer,2005,12,23728.803
Michoacán de Ocampo,Mujer,2005,12,22494.154
Morelos,Mujer,2005,12,20212.313
Nayarit,Mujer,2005,12,22031.41
Nuevo León,Mujer,2005,12,29249.311
Oaxaca,Mujer,2005,12,20394.318
Puebla,Mujer,2005,12,21972.389
Querétaro,Mujer,2005,12,26292.268
Quintana Roo,Mujer,2005,12,28121.174
San Luis Potosí,Mujer,2005,12,25569.543
Sinaloa,Mujer,2005,12,26464.773
Sonora,Mujer,2005,12,28645.162
Tabasco,Mujer,2005,12,30394.117
Tamaulipas,Mujer,2005,12,29359.838
Tlaxcala,Mujer,2005,12,17171.852
Veracruz de Ignacio de la Llave,Mujer,2005,12,22157.867
Yucatán,Mujer,2005,12,19405.994
Zacatecas,Mujer,2005,12,23926.344
Aguascalientes,Mujer,2006,3,23884.553
Baja California,Mujer,2006,3,33113.91
Baja California Sur,Mujer,2006,3,30426.262
Campeche,Mujer,2006,3,20958.051
Coahuila de Zaragoza,Mujer,2006,3,26831.195
Colima,Mujer,2006,3,23410.725
Chiapas,Mujer,2006,3,19823.373
Chihuahua,Mujer,2006,3,27893.037
Ciudad de México,Mujer,2006,3,29033.791
Durango,Mujer,2006,3,22371.932
Guanajuato,Mujer,2006,3,20917.348
Guerrero,Mujer,2006,3,21345.895
Hidalgo,Mujer,2006,3,23599.299
Jalisco,Mujer,2006,3,26381.574
México,Mujer,2006,3,23225.016
Michoacán de Ocampo,Mujer,2006,3,22899.25
Morelos,Mujer,2006,3,19014.705
Nayarit,Mujer,2006,3,22314.766
Nuevo León,Mujer,2006,3,28349.957
Oaxaca,Mujer,2006,3,20690.094
Puebla,Mujer,2006,3,21070.305
Querétaro,Mujer,2006,3,26238.586
Quintana Roo,Mujer,2006,3,27482.191
San Luis Potosí,Mujer,2006,3,24539.18
Sinaloa,Mujer,2006,3,26320.025
Sonora,Mujer,2006,3,28017.328
Tabasco,Mujer,2006,3,29312.377
Tamaulipas,Mujer,2006,3,23910.934
Tlaxcala,Mujer,2006,3,18359.352
Veracruz de Ignacio de la Llave,Mujer,2006,3,22977.176
Yucatán,Mujer,2006,3,19605.688
Zacatecas,Mujer,2006,3,24160.99
Aguascalientes,Mujer,2006,6,24769.484
Baja California,Mujer,2006,6,33680.652
Baja California Sur,Mujer,2006,6,33278.332
Campeche,Mujer,2006,6,21410.334
Coahuila de Zaragoza,Mujer,2006,6,27340.096
Colima,Mujer,2006,6,24586.666
Chiapas,Mujer,2006,6,19623.785
Chihuahua,Mujer,2006,6,29106.885
Ciudad de México,Mujer,2006,6,29409.947
Durango,Mujer,2006,6,22553.008
Guanajuato,Mujer,2006,6,22077.063
Guerrero,Mujer,2006,6,21582.088
Hidalgo,Mujer,2006,6,25118.766
Jalisco,Mujer,2006,6,27422.789
México,Mujer,2006,6,24152.012
Michoacán de Ocampo,Mujer,2006,6,24420.656
Morelos,Mujer,2006,6,19551.176
Nayarit,Mujer,2006,6,23142.662
Nuevo León,Mujer,2006,6,29949.088
Oaxaca,Mujer,2006,6,21237.805
Puebla,Mujer,2006,6,22051.406
Querétaro,Mujer,2006,6,25751.23
Quintana Roo,Mujer,2006,6,28308.73
San Luis Potosí,Mujer,2006,6,24801.053
Sinaloa,Mujer,2006,6,27074.145
Sonora,Mujer,2006,6,29658.271
Tabasco,Mujer,2006,6,27868.869
Tamaulipas,Mujer,2006,6,25735.307
Tlaxcala,Mujer,2006,6,17887.871
Veracruz de Ignacio de la Llave,Mujer,2006,6,22380.438
Yucatán,Mujer,2006,6,19721.662
Zacatecas,Mujer,2006,6,25736.031
Aguascalientes,Mujer,2006,9,23543.6
Baja California,Mujer,2006,9,33892.551
Baja California Sur,Mujer,2006,9,32409.588
Campeche,Mujer,2006,9,21133.676
Coahuila de Zaragoza,Mujer,2006,9,26795.021
Colima,Mujer,2006,9,23774.203
Chiapas,Mujer,2006,9,19346.488
Chihuahua,Mujer,2006,9,28303.74
Ciudad de México,Mujer,2006,9,30147.83
Durango,Mujer,2006,9,23538.455
Guanajuato,Mujer,2006,9,21726.619
Guerrero,Mujer,2006,9,20947.691
Hidalgo,Mujer,2006,9,26088.684
Jalisco,Mujer,2006,9,26315.488
México,Mujer,2006,9,25043.76
Michoacán de Ocampo,Mujer,2006,9,23862.465
Morelos,Mujer,2006,9,20634.785
Nayarit,Mujer,2006,9,24250.207
Nuevo León,Mujer,2006,9,29761.662
Oaxaca,Mujer,2006,9,21248.465
Puebla,Mujer,2006,9,20693.705
Querétaro,Mujer,2006,9,25861.354
Quintana Roo,Mujer,2006,9,28605.896
San Luis Potosí,Mujer,2006,9,23962.965
Sinaloa,Mujer,2006,9,27882.443
Sonora,Mujer,2006,9,29132.668
Tabasco,Mujer,2006,9,29088.373
Tamaulipas,Mujer,2006,9,25417.715
Tlaxcala,Mujer,2006,9,18312.268
Veracruz de Ignacio de la Llave,Mujer,2006,9,22952.031
Yucatán,Mujer,2006,9,18895.857
Zacatecas,Mujer,2006,9,25187.014
Aguascalientes,Mujer,2006,12,22146.287
Baja California,Mujer,2006,12,32026.27
Baja California Sur,Mujer,2006,12,32625.512
Campeche,Mujer,2006,12,19803.033
Coahuila de Zaragoza,Mujer,2006,12,25365.609
Colima,Mujer,2006,12,23948.77
Chiapas,Mujer,2006,12,19556.459
Chihuahua,Mujer,2006,12,29660.668
Ciudad de México,Mujer,2006,12,29726.135
Durango,Mujer,2006,12,22892.617
Guanajuato,Mujer,2006,12,22601.84
Guerrero,Mujer,2006,12,20166.559
Hidalgo,Mujer,2006,12,26085.414
Jalisco,Mujer,2006,12,24324.596
México,Mujer,2006,12,23271.619
Michoacán de Ocampo,Mujer,2006,12,23928.111
Morelos,Mujer,2006,12,19714.66
Nayarit,Mujer,2006,12,23539.572
Nuevo León,Mujer,2006,12,28939.697
Oaxaca,Mujer,2006,12,20957.678
Puebla,Mujer,2006,12,20373.879
Querétaro,Mujer,2006,12,26569.285
Quintana Roo,Mujer,2006,12,28640.102
San Luis Potosí,Mujer,2006,12,23575.41
Sinaloa,Mujer,2006,12,28377.623
Sonora,Mujer,2006,12,28220.803
Tabasco,Mujer,2006,12,28487.594
Tamaulipas,Mujer,2006,12,25330.137
Tlaxcala,Mujer,2006,12,16738.752
Veracruz de Ignacio de la Llave,Mujer,2006,12,21950.998
Yucatán,Mujer,2006,12,17544.043
Zacatecas,Mujer,2006,12,25903.564
Aguascalientes,Mujer,2007,3,23468.633
Baja California,Mujer,2007,3,33234.402
Baja California Sur,Mujer,2007,3,30921.367
Campeche,Mujer,2007,3,20266.959
Coahuila de Zaragoza,Mujer,2007,3,26562.842
Colima,Mujer,2007,3,25132.268
Chiapas,Mujer,2007,3,20800.791
Chihuahua,Mujer,2007,3,29283.215
Ciudad de México,Mujer,2007,3,30154.434
Durango,Mujer,2007,3,22664.605
Guanajuato,Mujer,2007,3,23036.26
Guerrero,Mujer,2007,3,20400.566
Hidalgo,Mujer,2007,3,25156.367
Jalisco,Mujer,2007,3,25660.049
México,Mujer,2007,3,22016.775
Michoacán de Ocampo,Mujer,2007,3,24028.475
Morelos,Mujer,2007,3,19622.689
Nayarit,Mujer,2007,3,23394.723
Nuevo León,Mujer,2007,3,30443.193
Oaxaca,Mujer,2007,3,21087.094
Puebla,Mujer,2007,3,21050.541
Querétaro,Mujer,2007,3,27780.506
Quintana Roo,Mujer,2007,3,28225.869
San Luis Potosí,Mujer,2007,3,23175.057
Sinaloa,Mujer,2007,3,28840.277
Sonora,Mujer,2007,3,28148.326
Tabasco,Mujer,2007,3,27782.205
Tamaulipas,Mujer,2007,3,25349.439
Tlaxcala,Mujer,2007,3,18392.559
Veracruz de Ignacio de la Llave,Mujer,2007,3,22381.402
Yucatán,Mujer,2007,3,19064.445
Zacatecas,Mujer,2007,3,25982.807
Aguascalientes,Mujer,2007,6,24384.58
Baja California,Mujer,2007,6,31919.881
Baja California Sur,Mujer,2007,6,31060.146
Campeche,Mujer,2007,6,20970.441
Coahuila de Zaragoza,Mujer,2007,6,25594.434
Colima,Mujer,2007,6,24763.375
Chiapas,Mujer,2007,6,21564.129
Chihuahua,Mujer,2007,6,29433.047
Ciudad de México,Mujer,2007,6,30132.697
Durango,Mujer,2007,6,23515.902
Guanajuato,Mujer,2007,6,23167.516
Guerrero,Mujer,2007,6,20518.566
Hidalgo,Mujer,2007,6,24993.455
Jalisco,Mujer,2007,6,27561.496
México,Mujer,2007,6,24455.41
Michoacán de Ocampo,Mujer,2007,6,24725.389
Morelos,Mujer,2007,6,21296.992
Nayarit,Mujer,2007,6,24096.736
Nuevo León,Mujer,2007,6,28522.885
Oaxaca,Mujer,2007,6,21278.949
Puebla,Mujer,2007,6,21785.51
Querétaro,Mujer,2007,6,26793.572
Quintana Roo,Mujer,2007,6,29396.922
San Luis Potosí,Mujer,2007,6,24602.621
Sinaloa,Mujer,2007,6,27016.762
Sonora,Mujer,2007,6,28563.777
Tabasco,Mujer,2007,6,27709.389
Tamaulipas,Mujer,2007,6,24363.637
Tlaxcala,Mujer,2007,6,18259.322
Veracruz de Ignacio de la Llave,Mujer,2007,6,22686.113
Yucatán,Mujer,2007,6,19756.488
Zacatecas,Mujer,2007,6,25629.457
Aguascalientes,Mujer,2007,9,23180.295
Baja California,Mujer,2007,9,31308.146
Baja California Sur,Mujer,2007,9,32640.895
Campeche,Mujer,2007,9,21979.746
Coahuila de Zaragoza,Mujer,2007,9,26237.652
Colima,Mujer,2007,9,24889.973
Chiapas,Mujer,2007,9,20186.826
