year,trim,x,clave,poblacion,muertos,tasa,ent,var
2022,1,3.665122,23,1723259,230,13.346804,Quintana Roo,Log Wage
2021,2,3.6578979,23,1723259,552,32.03233,Quintana Roo,Log Wage
2022,2,3.6926579,23,1723259,7,0.40620708,Quintana Roo,Log Wage
2020,3,3.6467416,23,1723259,1142,66.269783,Quintana Roo,Log Wage
2021,3,3.6575344,23,1723259,933,54.141602,Quintana Roo,Log Wage
2020,4,3.7254066,23,1723259,291,16.886608,Quintana Roo,Log Wage
2021,4,3.6495621,23,1723259,114,6.6153722,Quintana Roo,Log Wage
2020,1,3.5051708,24,2866142,3,0.10467032,San Luis Potosi,Log Wage
2021,1,3.5436041,24,2866142,1807,63.046421,San Luis Potosi,Log Wage
2022,1,3.560626,24,2866142,604,21.073624,San Luis Potosi,Log Wage
2021,2,3.5665963,24,2866142,211,7.3618126,San Luis Potosi,Log Wage
2022,2,3.5876853,24,2866142,14,0.48846149,San Luis Potosi,Log Wage
2020,3,3.558269,24,2866142,1802,62.871971,San Luis Potosi,Log Wage
2021,3,3.5959105,24,2866142,1042,36.355492,San Luis Potosi,Log Wage
2020,4,3.539897,24,2866142,1452,50.660435,San Luis Potosi,Log Wage
2021,4,3.602663,24,2866142,359,12.525548,San Luis Potosi,Log Wage
2020,1,3.7154956,25,3156674,5,0.15839456,Sinaloa,Log Wage
2021,1,3.7533917,25,3156674,1378,43.653542,Sinaloa,Log Wage
2022,1,3.785393,25,3156674,581,18.405449,Sinaloa,Log Wage
2021,2,3.7570164,25,3156674,509,16.124567,Sinaloa,Log Wage
2022,2,3.8258457,25,3156674,40,1.2671565,Sinaloa,Log Wage
2020,3,3.7612796,25,3156674,2034,64.434906,Sinaloa,Log Wage
2021,3,3.7463264,25,3156674,2247,71.182518,Sinaloa,Log Wage
2020,4,3.7861893,25,3156674,919,29.112921,Sinaloa,Log Wage
2021,4,3.7500153,25,3156674,322,10.20061,Sinaloa,Log Wage
2020,1,3.7198203,26,3074745,1,0.032523021,Sonora,Log Wage
2021,1,3.7747421,26,3074745,1473,47.90641,Sonora,Log Wage
2022,1,3.7244363,26,3074745,855,27.807184,Sonora,Log Wage
2021,2,3.7746153,26,3074745,322,10.472413,Sonora,Log Wage
2022,2,3.7098029,26,3074745,12,0.39027625,Sonora,Log Wage
2020,3,3.7506194,26,3074745,2052,66.737244,Sonora,Log Wage
2021,3,3.6641562,26,3074745,1373,44.65411,Sonora,Log Wage
2020,4,3.7451019,26,3074745,1572,51.12619,Sonora,Log Wage
2021,4,3.69239,26,3074745,906,29.465858,Sonora,Log Wage
2020,1,3.4645202,27,2572287,2,0.077751823,Tabasco,Log Wage
2021,1,3.490706,27,2572287,594,23.092291,Tabasco,Log Wage
2022,1,3.4437501,27,2572287,271,10.535372,Tabasco,Log Wage
2021,2,3.461513,27,2572287,326,12.673547,Tabasco,Log Wage
2022,2,3.4600151,27,2572287,18,0.6997664,Tabasco,Log Wage
2020,3,3.4569716,27,2572287,1695,65.894669,Tabasco,Log Wage
2021,3,3.4475234,27,2572287,1110,43.15226,Tabasco,Log Wage
2020,4,3.4358175,27,2572287,326,12.673547,Tabasco,Log Wage
2021,4,3.4467382,27,2572287,369,14.345211,Tabasco,Log Wage
2020,1,3.6462564,28,3650602,0,0,Tamaulipas,Log Wage
2021,1,3.6800995,28,3650602,1170,32.049507,Tamaulipas,Log Wage
2022,1,3.6786327,28,3650602,864,23.66733,Tamaulipas,Log Wage
2021,2,3.6648936,28,3650602,538,14.737295,Tamaulipas,Log Wage
2022,2,3.7022171,28,3650602,26,0.71221131,Tamaulipas,Log Wage
2020,3,3.7171996,28,3650602,2202,60.318817,Tamaulipas,Log Wage
2021,3,3.681428,28,3650602,1317,36.076241,Tamaulipas,Log Wage
2020,4,3.6754889,28,3650602,891,24.406933,Tamaulipas,Log Wage
2021,4,3.6841896,28,3650602,416,11.395381,Tamaulipas,Log Wage
2020,1,3.2985334,29,1380011,0,0,Tlaxcala,Log Wage
2021,1,3.2625234,29,1380011,971,70.361755,Tlaxcala,Log Wage
2022,1,3.2775149,29,1380011,82,5.9419818,Tlaxcala,Log Wage
2021,2,3.3088489,29,1380011,114,8.2608042,Tlaxcala,Log Wage
2022,2,3.314719,29,1380011,5,0.36231595,Tlaxcala,Log Wage
2020,3,3.3221552,29,1380011,747,54.130005,Tlaxcala,Log Wage
2021,3,3.2941396,29,1380011,293,21.231714,Tlaxcala,Log Wage
2020,4,3.2758524,29,1380011,311,22.536053,Tlaxcala,Log Wage
2021,4,3.2850082,29,1380011,98,7.1013927,Tlaxcala,Log Wage
2020,1,3.3049674,30,8539862,1,0.011709791,Veracruz,Log Wage
2021,1,3.3437741,30,8539862,2776,32.506378,Veracruz,Log Wage
2022,1,3.3415174,30,8539862,888,10.398294,Veracruz,Log Wage
2021,2,3.3582466,30,8539862,631,7.3888783,Veracruz,Log Wage
2022,2,3.3325257,30,8539862,54,0.63232875,Veracruz,Log Wage
2020,3,3.3490677,30,8539862,3788,44.356689,Veracruz,Log Wage
2021,3,3.3856838,30,8539862,4457,52.19054,Veracruz,Log Wage
2020,4,3.3878539,30,8539862,1259,14.742627,Veracruz,Log Wage
2021,4,3.3375683,30,8539862,674,7.8923993,Veracruz,Log Wage
2020,1,3.4644432,31,2259098,1,0.044265453,Yucatan,Log Wage
2021,1,3.506633,31,2259098,852,37.714169,Yucatan,Log Wage
2022,1,3.5046864,31,2259098,455,20.140781,Yucatan,Log Wage
2021,2,3.4942291,31,2259098,792,35.058239,Yucatan,Log Wage
2022,2,3.4877019,31,2259098,29,1.2836982,Yucatan,Log Wage
2020,3,3.5219421,31,2259098,1750,77.464546,Yucatan,Log Wage
2021,3,3.4989805,31,2259098,1378,60.997795,Yucatan,Log Wage
2020,4,3.5210202,31,2259098,573,25.364105,Yucatan,Log Wage
2021,4,3.4694109,31,2259098,496,21.955666,Yucatan,Log Wage
2020,1,3.5117314,32,1666426,1,0.060008664,Zacatecas,Log Wage
2021,1,3.5262449,32,1666426,834,50.047226,Zacatecas,Log Wage
2022,1,3.4942327,32,1666426,392,23.523397,Zacatecas,Log Wage
2021,2,3.5298235,32,1666426,121,7.2610483,Zacatecas,Log Wage
2022,2,3.513633,32,1666426,10,0.60008663,Zacatecas,Log Wage
2020,3,3.4430473,32,1666426,690,41.405979,Zacatecas,Log Wage
2021,3,3.5177572,32,1666426,374,22.443241,Zacatecas,Log Wage
2020,4,3.5539813,32,1666426,1162,69.730072,Zacatecas,Log Wage
2021,4,3.4752729,32,1666426,176,10.561525,Zacatecas,Log Wage
