mun,year,gap,clave,nivel,ent
1,2016,0.004713297,1,2nd quartile,Aguascalientes
2,2016,-0.016413927,1,2nd quartile,Aguascalientes
3,2016,0.08462286,1,3rd quartile,Aguascalientes
4,2016,0.032981873,1,2nd quartile,Aguascalientes
5,2016,0.011514902,1,2nd quartile,Aguascalientes
6,2016,0.060010195,1,2nd quartile,Aguascalientes
7,2016,0.031130075,1,2nd quartile,Aguascalientes
8,2016,-0.15317154,1,1st quartile,Aguascalientes
9,2016,0.01376915,1,2nd quartile,Aguascalientes
10,2016,-0.035538435,1,2nd quartile,Aguascalientes
11,2016,0.061943769,1,2nd quartile,Aguascalientes
1,2016,0.028453827,2,2nd quartile,Baja California
2,2016,0.089283943,2,3rd quartile,Baja California
3,2016,0.010287762,2,2nd quartile,Baja California
4,2016,0.079223633,2,2nd quartile,Baja California
5,2016,0.06930685,2,2nd quartile,Baja California
1,2016,0.12063956,3,3rd quartile,Baja California Sur
2,2016,0.084517956,3,3rd quartile,Baja California Sur
3,2016,0.08159852,3,3rd quartile,Baja California Sur
8,2016,0.09715414,3,3rd quartile,Baja California Sur
9,2016,0.47031474,3,4th quartile,Baja California Sur
1,2016,0.087860584,4,3rd quartile,Campeche
2,2016,-0.027397394,4,2nd quartile,Campeche
3,2016,-0.000235081,4,2nd quartile,Campeche
4,2016,0.034864187,4,2nd quartile,Campeche
5,2016,-0.025294065,4,2nd quartile,Campeche
6,2016,-0.026772738,4,2nd quartile,Campeche
7,2016,2.4155011,4,4th quartile,Campeche
8,2016,-0.077563286,4,1st quartile,Campeche
9,2016,-0.040770292,4,2nd quartile,Campeche
10,2016,-0.44618201,4,1st quartile,Campeche
11,2016,-0.083794117,4,1st quartile,Campeche
2,2016,-0.048974752,5,1st quartile,Coahuila
3,2016,0.2088871,5,3rd quartile,Coahuila
4,2016,-0.33896518,5,1st quartile,Coahuila
6,2016,0.09880662,5,3rd quartile,Coahuila
7,2016,-0.14024591,5,1st quartile,Coahuila
9,2016,-0.017324924,5,2nd quartile,Coahuila
10,2016,0.24149275,5,4th quartile,Coahuila
11,2016,-0.48346877,5,1st quartile,Coahuila
13,2016,0.34278417,5,4th quartile,Coahuila
17,2016,0.12799311,5,3rd quartile,Coahuila
18,2016,0.12157249,5,3rd quartile,Coahuila
20,2016,0.003816128,5,2nd quartile,Coahuila
22,2016,-0.22247887,5,1st quartile,Coahuila
23,2016,-0.099163055,5,1st quartile,Coahuila
24,2016,-0.030216217,5,2nd quartile,Coahuila
25,2016,-0.006017208,5,2nd quartile,Coahuila
26,2016,0.054747105,5,2nd quartile,Coahuila
27,2016,0.098095655,5,3rd quartile,Coahuila
28,2016,0.022913456,5,2nd quartile,Coahuila
30,2016,0.01993084,5,2nd quartile,Coahuila
31,2016,-0.071015596,5,1st quartile,Coahuila
32,2016,0.1839447,5,3rd quartile,Coahuila
33,2016,0.063601494,5,2nd quartile,Coahuila
35,2016,0.055969,5,2nd quartile,Coahuila
37,2016,0.18112063,5,3rd quartile,Coahuila
38,2016,0.024035215,5,2nd quartile,Coahuila
1,2016,0.15874767,6,3rd quartile,Colima
2,2016,0.065091848,6,2nd quartile,Colima
3,2016,0.064862251,6,2nd quartile,Colima
4,2016,0.10079455,6,3rd quartile,Colima
5,2016,0.013174534,6,2nd quartile,Colima
6,2016,-0.009997368,6,2nd quartile,Colima
7,2016,0.19432545,6,3rd quartile,Colima
8,2016,-0.24158788,6,1st quartile,Colima
9,2016,0.21160293,6,3rd quartile,Colima
10,2016,0.076171875,6,2nd quartile,Colima
1,2016,-0.3503263,7,1st quartile,Chiapas
2,2016,-0.56807637,7,1st quartile,Chiapas
6,2016,0.047571659,7,2nd quartile,Chiapas
9,2016,0.083358765,7,3rd quartile,Chiapas
11,2016,-0.24632025,7,1st quartile,Chiapas
12,2016,0.075198174,7,2nd quartile,Chiapas
13,2016,-0.34993172,7,1st quartile,Chiapas
14,2016,-0.56173563,7,1st quartile,Chiapas
15,2016,-0.70570922,7,1st quartile,Chiapas
17,2016,-0.051887035,7,1st quartile,Chiapas
19,2016,-0.22520566,7,1st quartile,Chiapas
20,2016,-0.54845929,7,1st quartile,Chiapas
23,2016,-0.071784973,7,1st quartile,Chiapas
26,2016,-0.23054171,7,1st quartile,Chiapas
27,2016,0.12342477,7,3rd quartile,Chiapas
29,2016,0.5795629,7,4th quartile,Chiapas
30,2016,-1.1382537,7,1st quartile,Chiapas
31,2016,0.47892857,7,4th quartile,Chiapas
32,2016,-0.02876544,7,2nd quartile,Chiapas
34,2016,-0.27924848,7,1st quartile,Chiapas
37,2016,-0.014339447,7,2nd quartile,Chiapas
40,2016,0.13732624,7,3rd quartile,Chiapas
41,2016,-0.40426707,7,1st quartile,Chiapas
46,2016,-0.21812129,7,1st quartile,Chiapas
47,2016,-1.0034776,7,1st quartile,Chiapas
48,2016,0.033801079,7,2nd quartile,Chiapas
52,2016,-0.27796936,7,1st quartile,Chiapas
53,2016,-1.0178423,7,1st quartile,Chiapas
54,2016,-0.2263875,7,1st quartile,Chiapas
57,2016,-0.76014304,7,1st quartile,Chiapas
59,2016,-0.72011328,7,1st quartile,Chiapas
61,2016,0.007100582,7,2nd quartile,Chiapas
65,2016,-0.2055223,7,1st quartile,Chiapas
67,2016,-0.02038908,7,2nd quartile,Chiapas
68,2016,-0.11409163,7,1st quartile,Chiapas
69,2016,0.32508254,7,4th quartile,Chiapas
70,2016,1.9206718,7,4th quartile,Chiapas
74,2016,0.23478103,7,4th quartile,Chiapas
75,2016,0.27549195,7,4th quartile,Chiapas
76,2016,-0.92262042,7,1st quartile,Chiapas
78,2016,0.028877258,7,2nd quartile,Chiapas
79,2016,0.071183681,7,2nd quartile,Chiapas
80,2016,-0.079289675,7,1st quartile,Chiapas
81,2016,-0.21736526,7,1st quartile,Chiapas
83,2016,-0.58168244,7,1st quartile,Chiapas
85,2016,-0.003680468,7,2nd quartile,Chiapas
86,2016,-1.0705345,7,1st quartile,Chiapas
87,2016,0.081361055,7,3rd quartile,Chiapas
89,2016,-0.16597056,7,1st quartile,Chiapas
92,2016,-0.42581654,7,1st quartile,Chiapas
94,2016,0.063196421,7,2nd quartile,Chiapas
96,2016,-0.44186115,7,1st quartile,Chiapas
97,2016,-0.25140858,7,1st quartile,Chiapas
99,2016,0.028036356,7,2nd quartile,Chiapas
101,2016,0.13267612,7,3rd quartile,Chiapas
102,2016,-0.42854166,7,1st quartile,Chiapas
103,2016,0.21501589,7,4th quartile,Chiapas
105,2016,-0.28892374,7,1st quartile,Chiapas
106,2016,-0.20976138,7,1st quartile,Chiapas
107,2016,-0.36928129,7,1st quartile,Chiapas
108,2016,-0.188936,7,1st quartile,Chiapas
111,2016,0.008446574,7,2nd quartile,Chiapas
112,2016,-0.30739605,7,1st quartile,Chiapas
114,2016,-0.014860153,7,2nd quartile,Chiapas
115,2016,NA,7,NA,Chiapas
116,2016,-0.28190041,7,1st quartile,Chiapas
1,2016,0.094809771,8,3rd quartile,Chihuahua
2,2016,0.8774395,8,4th quartile,Chihuahua
6,2016,-0.22012377,8,1st quartile,Chihuahua
7,2016,-0.20812321,8,1st quartile,Chihuahua
9,2016,-0.25847149,8,1st quartile,Chihuahua
10,2016,0.13666654,8,3rd quartile,Chihuahua
11,2016,0.20273066,8,3rd quartile,Chihuahua
15,2016,0.26438165,8,4th quartile,Chihuahua
17,2016,0.099832296,8,3rd quartile,Chihuahua
18,2016,0.77599883,8,4th quartile,Chihuahua
19,2016,0.084239483,8,3rd quartile,Chihuahua
21,2016,0.085778236,8,3rd quartile,Chihuahua
22,2016,-0.5024457,8,1st quartile,Chihuahua
29,2016,0.17127657,8,3rd quartile,Chihuahua
30,2016,0.33990002,8,4th quartile,Chihuahua
31,2016,0.046701193,8,2nd quartile,Chihuahua
32,2016,0.18903351,8,3rd quartile,Chihuahua
35,2016,0.11538386,8,3rd quartile,Chihuahua
36,2016,-0.05390811,8,1st quartile,Chihuahua
37,2016,0.084374189,8,3rd quartile,Chihuahua
40,2016,0.38297057,8,4th quartile,Chihuahua
43,2016,-0.86259222,8,1st quartile,Chihuahua
45,2016,0.035094976,8,2nd quartile,Chihuahua
50,2016,0.28814244,8,4th quartile,Chihuahua
51,2016,0.27626586,8,4th quartile,Chihuahua
52,2016,-0.36936045,8,1st quartile,Chihuahua
57,2016,-0.16920996,8,1st quartile,Chihuahua
60,2016,0.17723465,8,3rd quartile,Chihuahua
2,2016,0.047269344,9,2nd quartile,Mexico City
3,2016,0.14955735,9,3rd quartile,Mexico City
4,2016,0.097590208,9,3rd quartile,Mexico City
5,2016,-0.051798344,9,1st quartile,Mexico City
6,2016,-0.000255823,9,2nd quartile,Mexico City
7,2016,0.054026604,9,2nd quartile,Mexico City
8,2016,-0.060421705,9,1st quartile,Mexico City
9,2016,0.023452997,9,2nd quartile,Mexico City
10,2016,0.046156168,9,2nd quartile,Mexico City
11,2016,0.028497219,9,2nd quartile,Mexico City
12,2016,-0.053356647,9,1st quartile,Mexico City
13,2016,0.079942226,9,3rd quartile,Mexico City
14,2016,0.28335762,9,4th quartile,Mexico City
15,2016,0.043682337,9,2nd quartile,Mexico City
16,2016,0.25262451,9,4th quartile,Mexico City
17,2016,0.004020214,9,2nd quartile,Mexico City
3,2016,0.077795029,10,2nd quartile,Durango
4,2016,0.371382,10,4th quartile,Durango
5,2016,0.024657965,10,2nd quartile,Durango
7,2016,0.13456273,10,3rd quartile,Durango
8,2016,0.32237005,10,4th quartile,Durango
9,2016,0.39406729,10,4th quartile,Durango
11,2016,0.64637852,10,4th quartile,Durango
12,2016,0.22931218,10,4th quartile,Durango
13,2016,0.061505318,10,2nd quartile,Durango
15,2016,0.11064172,10,3rd quartile,Durango
16,2016,-0.17177224,10,1st quartile,Durango
17,2016,-0.16466165,10,1st quartile,Durango
20,2016,0.076707602,10,2nd quartile,Durango
21,2016,-0.11774445,10,1st quartile,Durango
22,2016,0.067157745,10,2nd quartile,Durango
23,2016,0.20708513,10,3rd quartile,Durango
24,2016,-0.53056455,10,1st quartile,Durango
27,2016,-1.3876774,10,1st quartile,Durango
28,2016,-0.13077068,10,1st quartile,Durango
31,2016,-0.23580956,10,1st quartile,Durango
32,2016,0.15830421,10,3rd quartile,Durango
35,2016,-0.35865784,10,1st quartile,Durango
36,2016,0.16024566,10,3rd quartile,Durango
38,2016,-0.13098836,10,1st quartile,Durango
39,2016,0.28904748,10,4th quartile,Durango
1,2016,-0.44960856,11,1st quartile,Guajuato
2,2016,-0.077170849,11,1st quartile,Guajuato
3,2016,0.11058998,11,3rd quartile,Guajuato
4,2016,0.000413418,11,2nd quartile,Guajuato
5,2016,-0.027068138,11,2nd quartile,Guajuato
7,2016,-0.007790804,11,2nd quartile,Guajuato
8,2016,0.28189969,11,4th quartile,Guajuato
9,2016,-0.004247427,11,2nd quartile,Guajuato
11,2016,0.12754726,11,3rd quartile,Guajuato
14,2016,0.065332651,11,2nd quartile,Guajuato
15,2016,0.18943167,11,3rd quartile,Guajuato
17,2016,-0.02063942,11,2nd quartile,Guajuato
18,2016,0.28565025,11,4th quartile,Guajuato
19,2016,0.20703626,11,3rd quartile,Guajuato
20,2016,0.095825195,11,3rd quartile,Guajuato
21,2016,1.1128042,11,4th quartile,Guajuato
23,2016,0.27716279,11,4th quartile,Guajuato
25,2016,0.17328405,11,3rd quartile,Guajuato
27,2016,0.085415363,11,3rd quartile,Guajuato
28,2016,0.058190823,11,2nd quartile,Guajuato
29,2016,0.093734026,11,3rd quartile,Guajuato
30,2016,-0.24703074,11,1st quartile,Guajuato
31,2016,0.11045146,11,3rd quartile,Guajuato
32,2016,0.083782196,11,3rd quartile,Guajuato
33,2016,0.16314054,11,3rd quartile,Guajuato
35,2016,0.031725883,11,2nd quartile,Guajuato
37,2016,0.035835028,11,2nd quartile,Guajuato
41,2016,0.12651086,11,3rd quartile,Guajuato
42,2016,0.11984134,11,3rd quartile,Guajuato
44,2016,0.46813011,11,4th quartile,Guajuato
46,2016,0.40162897,11,4th quartile,Guajuato
1,2016,0.043774843,12,2nd quartile,Guerrero
2,2016,1.1860961,12,4th quartile,Guerrero
3,2016,0.47097564,12,4th quartile,Guerrero
4,2016,0.28772879,12,4th quartile,Guerrero
7,2016,0.14626217,12,3rd quartile,Guerrero
9,2016,0.87146664,12,4th quartile,Guerrero
10,2016,1.2932067,12,4th quartile,Guerrero
11,2016,-0.034413338,12,2nd quartile,Guerrero
12,2016,-0.2943418,12,1st quartile,Guerrero
13,2016,0.48078275,12,4th quartile,Guerrero
14,2016,0.57088304,12,4th quartile,Guerrero
18,2016,0.25003934,12,4th quartile,Guerrero
21,2016,-0.057959557,12,1st quartile,Guerrero
22,2016,-0.095519304,12,1st quartile,Guerrero
23,2016,-1.6999255,12,1st quartile,Guerrero
25,2016,-0.57082629,12,1st quartile,Guerrero
27,2016,0.64911056,12,4th quartile,Guerrero
28,2016,0.36986732,12,4th quartile,Guerrero
29,2016,0.11195254,12,3rd quartile,Guerrero
30,2016,-0.42773104,12,1st quartile,Guerrero
33,2016,-1.0467578,12,1st quartile,Guerrero
34,2016,0.16581678,12,3rd quartile,Guerrero
35,2016,0.10642171,12,3rd quartile,Guerrero
38,2016,0.15156889,12,3rd quartile,Guerrero
39,2016,0.063369274,12,2nd quartile,Guerrero
43,2016,0.04960084,12,2nd quartile,Guerrero
45,2016,-0.19612527,12,1st quartile,Guerrero
46,2016,0.023936987,12,2nd quartile,Guerrero
49,2016,0.35988331,12,4th quartile,Guerrero
50,2016,0.54169345,12,4th quartile,Guerrero
51,2016,0.44949293,12,4th quartile,Guerrero
52,2016,0.043381929,12,2nd quartile,Guerrero
53,2016,0.44644046,12,4th quartile,Guerrero
55,2016,0.37468362,12,4th quartile,Guerrero
56,2016,-0.84246397,12,1st quartile,Guerrero
57,2016,0.21679354,12,4th quartile,Guerrero
58,2016,-0.20065165,12,1st quartile,Guerrero
59,2016,0.19229341,12,3rd quartile,Guerrero
61,2016,0.2440567,12,4th quartile,Guerrero
62,2016,0.13546634,12,3rd quartile,Guerrero
64,2016,0.49997616,12,4th quartile,Guerrero
66,2016,-0.05773592,12,1st quartile,Guerrero
67,2016,0.47810793,12,4th quartile,Guerrero
68,2016,0.33281469,12,4th quartile,Guerrero
71,2016,1.1735066,12,4th quartile,Guerrero
72,2016,-0.3477869,12,1st quartile,Guerrero
73,2016,0.35395932,12,4th quartile,Guerrero
74,2016,1.4323542,12,4th quartile,Guerrero
75,2016,0.43151617,12,4th quartile,Guerrero
76,2016,NA,12,NA,Guerrero
78,2016,0.11221433,12,3rd quartile,Guerrero
79,2016,0.39910698,12,4th quartile,Guerrero
1,2016,0.2909925,13,4th quartile,Hidalgo
2,2016,-0.039065599,13,2nd quartile,Hidalgo
3,2016,-0.003954649,13,2nd quartile,Hidalgo
7,2016,-0.025702238,13,2nd quartile,Hidalgo
9,2016,0.22691846,13,4th quartile,Hidalgo
12,2016,-0.64675903,13,1st quartile,Hidalgo
13,2016,0.1209774,13,3rd quartile,Hidalgo
16,2016,0.010523558,13,2nd quartile,Hidalgo
17,2016,-0.01614213,13,2nd quartile,Hidalgo
18,2016,-0.32347178,13,1st quartile,Hidalgo
20,2016,-0.28493619,13,1st quartile,Hidalgo
21,2016,0.20667243,13,3rd quartile,Hidalgo
23,2016,-0.10249901,13,1st quartile,Hidalgo
24,2016,0.46040845,13,4th quartile,Hidalgo
25,2016,-0.27599096,13,1st quartile,Hidalgo
26,2016,-0.39581299,13,1st quartile,Hidalgo
27,2016,0.53515911,13,4th quartile,Hidalgo
28,2016,-0.18567181,13,1st quartile,Hidalgo
29,2016,0.049908161,13,2nd quartile,Hidalgo
30,2016,0.079138517,13,2nd quartile,Hidalgo
32,2016,-0.2166903,13,1st quartile,Hidalgo
36,2016,0.12277079,13,3rd quartile,Hidalgo
37,2016,0.16363597,13,3rd quartile,Hidalgo
41,2016,0.15698051,13,3rd quartile,Hidalgo
44,2016,0.21751928,13,4th quartile,Hidalgo
45,2016,0.25949454,13,4th quartile,Hidalgo
46,2016,-0.15706635,13,1st quartile,Hidalgo
48,2016,0.057252645,13,2nd quartile,Hidalgo
51,2016,-0.069585323,13,1st quartile,Hidalgo
55,2016,0.1928215,13,3rd quartile,Hidalgo
56,2016,0.51123333,13,4th quartile,Hidalgo
57,2016,0.087439775,13,3rd quartile,Hidalgo
59,2016,0.43559146,13,4th quartile,Hidalgo
60,2016,0.30672193,13,4th quartile,Hidalgo
61,2016,0.059800386,13,2nd quartile,Hidalgo
62,2016,-0.39740133,13,1st quartile,Hidalgo
64,2016,0.22308373,13,4th quartile,Hidalgo
66,2016,0.62553191,13,4th quartile,Hidalgo
67,2016,0.086018324,13,3rd quartile,Hidalgo
69,2016,-0.016628981,13,2nd quartile,Hidalgo
74,2016,-0.076504469,13,1st quartile,Hidalgo
75,2016,0.14479995,13,3rd quartile,Hidalgo
76,2016,0.13229823,13,3rd quartile,Hidalgo
77,2016,-0.031491041,13,2nd quartile,Hidalgo
81,2016,0.10267425,13,3rd quartile,Hidalgo
82,2016,-0.14892554,13,1st quartile,Hidalgo
83,2016,0.22566319,13,4th quartile,Hidalgo
84,2016,0.98194051,13,4th quartile,Hidalgo
2,2016,0.34370756,14,4th quartile,Jalisco
5,2016,0.002461672,14,2nd quartile,Jalisco
6,2016,0.22653794,14,4th quartile,Jalisco
8,2016,0.29023814,14,4th quartile,Jalisco
9,2016,0.34916496,14,4th quartile,Jalisco
12,2016,0.39258051,14,4th quartile,Jalisco
13,2016,0.27798724,14,4th quartile,Jalisco
15,2016,0.32894731,14,4th quartile,Jalisco
18,2016,-0.079279423,14,1st quartile,Jalisco
21,2016,0.42718554,14,4th quartile,Jalisco
23,2016,0.055620193,14,2nd quartile,Jalisco
27,2016,-0.067732811,14,1st quartile,Jalisco
30,2016,-0.23364711,14,1st quartile,Jalisco
31,2016,0.024449348,14,2nd quartile,Jalisco
33,2016,0.74044371,14,4th quartile,Jalisco
35,2016,0.5416491,14,4th quartile,Jalisco
36,2016,-0.48171425,14,1st quartile,Jalisco
37,2016,0.20113277,14,3rd quartile,Jalisco
39,2016,0.091616154,14,3rd quartile,Jalisco
43,2016,-0.15595794,14,1st quartile,Jalisco
44,2016,0.34595537,14,4th quartile,Jalisco
50,2016,0.2723968,14,4th quartile,Jalisco
51,2016,0.11989117,14,3rd quartile,Jalisco
52,2016,0.081912041,14,3rd quartile,Jalisco
53,2016,-0.36146307,14,1st quartile,Jalisco
55,2016,-0.081930161,14,1st quartile,Jalisco
59,2016,0.13045907,14,3rd quartile,Jalisco
63,2016,0.28220701,14,4th quartile,Jalisco
64,2016,-0.21198201,14,1st quartile,Jalisco
67,2016,0.17228961,14,3rd quartile,Jalisco
70,2016,0.052835703,14,2nd quartile,Jalisco
73,2016,0.47011685,14,4th quartile,Jalisco
79,2016,0.3171947,14,4th quartile,Jalisco
82,2016,-0.073255062,14,1st quartile,Jalisco
83,2016,0.16991234,14,3rd quartile,Jalisco
85,2016,0.074663877,14,2nd quartile,Jalisco
89,2016,0.4305675,14,4th quartile,Jalisco
92,2016,0.26674747,14,4th quartile,Jalisco
93,2016,0.079935312,14,2nd quartile,Jalisco
97,2016,0.074608326,14,2nd quartile,Jalisco
98,2016,0.17642093,14,3rd quartile,Jalisco
100,2016,0.13635921,14,3rd quartile,Jalisco
101,2016,0.14507961,14,3rd quartile,Jalisco
102,2016,0.47239518,14,4th quartile,Jalisco
105,2016,0.01089716,14,2nd quartile,Jalisco
108,2016,0.17055178,14,3rd quartile,Jalisco
109,2016,0.17682433,14,3rd quartile,Jalisco
114,2016,0.2969327,14,4th quartile,Jalisco
115,2016,0.34937549,14,4th quartile,Jalisco
117,2016,0.50972795,14,4th quartile,Jalisco
119,2016,0.007623196,14,2nd quartile,Jalisco
120,2016,0.14771056,14,3rd quartile,Jalisco
121,2016,0.1196847,14,3rd quartile,Jalisco
124,2016,0.28596282,14,4th quartile,Jalisco
1,2016,0.63952088,15,4th quartile,Mexico
2,2016,-0.021950245,15,2nd quartile,Mexico
5,2016,-0.001767397,15,2nd quartile,Mexico
7,2016,-0.025621891,15,2nd quartile,Mexico
8,2016,-0.17175937,15,1st quartile,Mexico
9,2016,-0.14028955,15,1st quartile,Mexico
10,2016,0.14070439,15,3rd quartile,Mexico
11,2016,0.52609611,15,4th quartile,Mexico
13,2016,0.061011076,15,2nd quartile,Mexico
15,2016,0.089681149,15,3rd quartile,Mexico
17,2016,0.23186684,15,4th quartile,Mexico
18,2016,0.12099314,15,3rd quartile,Mexico
20,2016,0.35320973,15,4th quartile,Mexico
23,2016,0.28010035,15,4th quartile,Mexico
24,2016,0.087635756,15,3rd quartile,Mexico
25,2016,0.053288937,15,2nd quartile,Mexico
26,2016,0.34343481,15,4th quartile,Mexico
28,2016,0.45358419,15,4th quartile,Mexico
29,2016,-0.34164548,15,1st quartile,Mexico
30,2016,0.19287324,15,3rd quartile,Mexico
31,2016,0.029079437,15,2nd quartile,Mexico
33,2016,0.059489965,15,2nd quartile,Mexico
35,2016,0.085649252,15,3rd quartile,Mexico
36,2016,-0.026940823,15,2nd quartile,Mexico
37,2016,0.24974298,15,4th quartile,Mexico
38,2016,-0.35293508,15,1st quartile,Mexico
39,2016,0.082886696,15,3rd quartile,Mexico
40,2016,0.11638832,15,3rd quartile,Mexico
42,2016,0.22364116,15,4th quartile,Mexico
43,2016,0.001964808,15,2nd quartile,Mexico
44,2016,-0.030811787,15,2nd quartile,Mexico
45,2016,0.68759918,15,4th quartile,Mexico
46,2016,-0.13827944,15,1st quartile,Mexico
47,2016,-0.28646111,15,1st quartile,Mexico
48,2016,0.013613939,15,2nd quartile,Mexico
51,2016,0.44103622,15,4th quartile,Mexico
52,2016,0.017828465,15,2nd quartile,Mexico
53,2016,0.096603155,15,3rd quartile,Mexico
54,2016,-0.057486296,15,1st quartile,Mexico
55,2016,-0.13483644,15,1st quartile,Mexico
57,2016,-0.008035421,15,2nd quartile,Mexico
58,2016,0.16088057,15,3rd quartile,Mexico
59,2016,-0.17455864,15,1st quartile,Mexico
60,2016,0.19596744,15,3rd quartile,Mexico
61,2016,-0.089958191,15,1st quartile,Mexico
62,2016,-0.66938925,15,1st quartile,Mexico
64,2016,0.37903142,15,4th quartile,Mexico
65,2016,-0.062255144,15,1st quartile,Mexico
67,2016,0.17138767,15,3rd quartile,Mexico
68,2016,-0.17983603,15,1st quartile,Mexico
70,2016,0.019196749,15,2nd quartile,Mexico
75,2016,0.081823111,15,3rd quartile,Mexico
76,2016,0.030375242,15,2nd quartile,Mexico
79,2016,0.47587085,15,4th quartile,Mexico
81,2016,0.064809561,15,2nd quartile,Mexico
84,2016,0.30122638,15,4th quartile,Mexico
86,2016,0.95403814,15,4th quartile,Mexico
87,2016,-0.016804457,15,2nd quartile,Mexico
91,2016,0.1463325,15,3rd quartile,Mexico
92,2016,0.6451025,15,4th quartile,Mexico
94,2016,0.09166503,15,3rd quartile,Mexico
96,2016,-0.018349648,15,2nd quartile,Mexico
99,2016,0.16376305,15,3rd quartile,Mexico
100,2016,0.11487484,15,3rd quartile,Mexico
101,2016,-0.022042513,15,2nd quartile,Mexico
102,2016,0.060174465,15,2nd quartile,Mexico
103,2016,-0.03388834,15,2nd quartile,Mexico
104,2016,-0.001155853,15,2nd quartile,Mexico
106,2016,0.09701252,15,3rd quartile,Mexico
108,2016,-0.19946003,15,1st quartile,Mexico
109,2016,0.11696577,15,3rd quartile,Mexico
110,2016,0.17310405,15,3rd quartile,Mexico
111,2016,0.072665453,15,2nd quartile,Mexico
113,2016,0.16479588,15,3rd quartile,Mexico
114,2016,0.071557283,15,2nd quartile,Mexico
115,2016,0.000567913,15,2nd quartile,Mexico
117,2016,0.10328937,15,3rd quartile,Mexico
118,2016,-0.039132833,15,2nd quartile,Mexico
120,2016,0.081043243,15,3rd quartile,Mexico
121,2016,0.064139843,15,2nd quartile,Mexico
122,2016,-0.02730751,15,2nd quartile,Mexico
124,2016,0.17015719,15,3rd quartile,Mexico
3,2016,-0.053920507,16,1st quartile,Michoacan
7,2016,-0.000513077,16,2nd quartile,Michoacan
9,2016,0.23771596,16,4th quartile,Michoacan
10,2016,0.068226814,16,2nd quartile,Michoacan
11,2016,0.083483696,16,3rd quartile,Michoacan
12,2016,0.23136783,16,4th quartile,Michoacan
14,2016,0.10865045,16,3rd quartile,Michoacan
15,2016,0.79850626,16,4th quartile,Michoacan
17,2016,-0.11036277,16,1st quartile,Michoacan
19,2016,0.34379125,16,4th quartile,Michoacan
20,2016,0.072200537,16,2nd quartile,Michoacan
22,2016,-0.055502176,16,1st quartile,Michoacan
25,2016,0.41211295,16,4th quartile,Michoacan
31,2016,-0.18963814,16,1st quartile,Michoacan
33,2016,0.051056147,16,2nd quartile,Michoacan
34,2016,0.10938859,16,3rd quartile,Michoacan
36,2016,0.43667698,16,4th quartile,Michoacan
37,2016,-0.085314751,16,1st quartile,Michoacan
38,2016,-0.17679858,16,1st quartile,Michoacan
43,2016,-0.013784647,16,2nd quartile,Michoacan
50,2016,-0.19742179,16,1st quartile,Michoacan
51,2016,0.20366549,16,3rd quartile,Michoacan
52,2016,0.29587317,16,4th quartile,Michoacan
53,2016,0.050397873,16,2nd quartile,Michoacan
54,2016,-0.2250309,16,1st quartile,Michoacan
55,2016,0.13341022,16,3rd quartile,Michoacan
56,2016,-0.15278053,16,1st quartile,Michoacan
59,2016,-0.20865273,16,1st quartile,Michoacan
62,2016,-0.032160282,16,2nd quartile,Michoacan
63,2016,0.17518473,16,3rd quartile,Michoacan
65,2016,0.34231877,16,4th quartile,Michoacan
67,2016,0.095418215,16,3rd quartile,Michoacan
68,2016,0.1313386,16,3rd quartile,Michoacan
69,2016,0.05287838,16,2nd quartile,Michoacan
71,2016,0.12397718,16,3rd quartile,Michoacan
73,2016,0.17562032,16,3rd quartile,Michoacan
75,2016,0.19229245,16,3rd quartile,Michoacan
76,2016,0.20729756,16,3rd quartile,Michoacan
79,2016,0.52238059,16,4th quartile,Michoacan
81,2016,0.27665782,16,4th quartile,Michoacan
82,2016,0.17511153,16,3rd quartile,Michoacan
84,2016,0.24263692,16,4th quartile,Michoacan
86,2016,0.1550386,16,3rd quartile,Michoacan
87,2016,-0.29437423,16,1st quartile,Michoacan
88,2016,-0.15491915,16,1st quartile,Michoacan
89,2016,0.20615363,16,3rd quartile,Michoacan
94,2016,0.30214548,16,4th quartile,Michoacan
97,2016,0.16216421,16,3rd quartile,Michoacan
98,2016,0.005125523,16,2nd quartile,Michoacan
99,2016,0.20419574,16,3rd quartile,Michoacan
100,2016,0.17529464,16,3rd quartile,Michoacan
102,2016,0.19036579,16,3rd quartile,Michoacan
103,2016,0.30579567,16,4th quartile,Michoacan
107,2016,0.040128469,16,2nd quartile,Michoacan
108,2016,0.14832211,16,3rd quartile,Michoacan
110,2016,-0.042901993,16,2nd quartile,Michoacan
111,2016,0.26705122,16,4th quartile,Michoacan
112,2016,0.10105896,16,3rd quartile,Michoacan
1,2016,-0.068922043,17,1st quartile,Morelos
2,2016,-0.094726086,17,1st quartile,Morelos
3,2016,0.42539835,17,4th quartile,Morelos
4,2016,0.25873685,17,4th quartile,Morelos
5,2016,0.48564458,17,4th quartile,Morelos
6,2016,0.031384945,17,2nd quartile,Morelos
7,2016,0.039771318,17,2nd quartile,Morelos
8,2016,0.19595456,17,3rd quartile,Morelos
9,2016,0.21327806,17,4th quartile,Morelos
10,2016,-0.05352807,17,1st quartile,Morelos
11,2016,0.094099045,17,3rd quartile,Morelos
12,2016,0.14455462,17,3rd quartile,Morelos
13,2016,0.00026083,17,2nd quartile,Morelos
14,2016,0.048191547,17,2nd quartile,Morelos
15,2016,0.14405656,17,3rd quartile,Morelos
16,2016,0.13519764,17,3rd quartile,Morelos
