mun,year,gap,clave,nivel,ent
24,2019,0.15673161,13,3rd quartile,Hidalgo
25,2019,-0.44112945,13,1st quartile,Hidalgo
27,2019,-0.011535883,13,2nd quartile,Hidalgo
28,2019,-0.094436646,13,1st quartile,Hidalgo
29,2019,0.19490695,13,3rd quartile,Hidalgo
30,2019,0.24348688,13,4th quartile,Hidalgo
31,2019,0.099530458,13,3rd quartile,Hidalgo
32,2019,-0.002672195,13,2nd quartile,Hidalgo
36,2019,0.016278267,13,2nd quartile,Hidalgo
37,2019,-0.026357412,13,2nd quartile,Hidalgo
41,2019,0.2428205,13,4th quartile,Hidalgo
47,2019,0.37029862,13,4th quartile,Hidalgo
48,2019,0.039221525,13,2nd quartile,Hidalgo
49,2019,-0.048152208,13,2nd quartile,Hidalgo
51,2019,-0.005847454,13,2nd quartile,Hidalgo
52,2019,0.094415665,13,3rd quartile,Hidalgo
53,2019,0.31732941,13,4th quartile,Hidalgo
54,2019,-0.28987503,13,1st quartile,Hidalgo
56,2019,-0.99390149,13,1st quartile,Hidalgo
58,2019,-0.26233649,13,1st quartile,Hidalgo
59,2019,0.26394486,13,4th quartile,Hidalgo
62,2019,0.70458984,13,4th quartile,Hidalgo
63,2019,-0.15282083,13,1st quartile,Hidalgo
69,2019,0.13280725,13,3rd quartile,Hidalgo
70,2019,0.26713252,13,4th quartile,Hidalgo
71,2019,0.20703506,13,4th quartile,Hidalgo
73,2019,0.092656612,13,3rd quartile,Hidalgo
74,2019,-0.071712732,13,1st quartile,Hidalgo
76,2019,0.14705372,13,3rd quartile,Hidalgo
77,2019,0.01191926,13,2nd quartile,Hidalgo
80,2019,-0.16082644,13,1st quartile,Hidalgo
81,2019,0.37287045,13,4th quartile,Hidalgo
82,2019,0.34942603,13,4th quartile,Hidalgo
83,2019,0.13528538,13,3rd quartile,Hidalgo
84,2019,0.40255547,13,4th quartile,Hidalgo
3,2019,0.54398012,14,4th quartile,Jalisco
5,2019,0.45762157,14,4th quartile,Jalisco
6,2019,0.2984643,14,4th quartile,Jalisco
12,2019,1.3343453,14,4th quartile,Jalisco
13,2019,0.070347786,14,2nd quartile,Jalisco
16,2019,0.2207849,14,4th quartile,Jalisco
21,2019,0.088514328,14,3rd quartile,Jalisco
22,2019,0.11701536,14,3rd quartile,Jalisco
23,2019,0.06913209,14,2nd quartile,Jalisco
27,2019,0.07135129,14,2nd quartile,Jalisco
29,2019,0.85621667,14,4th quartile,Jalisco
30,2019,0.069831133,14,2nd quartile,Jalisco
35,2019,0.36085033,14,4th quartile,Jalisco
37,2019,0.20955062,14,4th quartile,Jalisco
38,2019,-0.12786484,14,1st quartile,Jalisco
39,2019,0.10212183,14,3rd quartile,Jalisco
45,2019,-0.16183949,14,1st quartile,Jalisco
46,2019,0.22932744,14,4th quartile,Jalisco
47,2019,0.41259742,14,4th quartile,Jalisco
50,2019,0.2488203,14,4th quartile,Jalisco
65,2019,0.45583081,14,4th quartile,Jalisco
66,2019,0.13337612,14,3rd quartile,Jalisco
67,2019,-0.000401497,14,2nd quartile,Jalisco
70,2019,0.27664495,14,4th quartile,Jalisco
73,2019,0.11352229,14,3rd quartile,Jalisco
74,2019,0.062109709,14,2nd quartile,Jalisco
77,2019,-0.25201559,14,1st quartile,Jalisco
78,2019,0.053599358,14,2nd quartile,Jalisco
81,2019,0.19346404,14,3rd quartile,Jalisco
83,2019,0.19759607,14,3rd quartile,Jalisco
85,2019,-0.21990657,14,1st quartile,Jalisco
86,2019,0.11070037,14,3rd quartile,Jalisco
87,2019,0.39073062,14,4th quartile,Jalisco
90,2019,-0.10806966,14,1st quartile,Jalisco
91,2019,-0.40329456,14,1st quartile,Jalisco
93,2019,0.044294357,14,2nd quartile,Jalisco
96,2019,-0.38349199,14,1st quartile,Jalisco
97,2019,0.079294205,14,3rd quartile,Jalisco
98,2019,0.10394645,14,3rd quartile,Jalisco
100,2019,0.11545944,14,3rd quartile,Jalisco
101,2019,0.14949846,14,3rd quartile,Jalisco
105,2019,0.24438262,14,4th quartile,Jalisco
108,2019,0.18343425,14,3rd quartile,Jalisco
113,2019,-0.027599335,14,2nd quartile,Jalisco
115,2019,-0.13619256,14,1st quartile,Jalisco
119,2019,0.015872478,14,2nd quartile,Jalisco
120,2019,0.11010146,14,3rd quartile,Jalisco
121,2019,0.10177827,14,3rd quartile,Jalisco
124,2019,0.12211823,14,3rd quartile,Jalisco
1,2019,0.097490311,15,3rd quartile,Mexico
2,2019,0.28030372,15,4th quartile,Mexico
3,2019,-0.02384901,15,2nd quartile,Mexico
5,2019,-0.009396792,15,2nd quartile,Mexico
7,2019,0.37377906,15,4th quartile,Mexico
10,2019,0.23163724,15,4th quartile,Mexico
11,2019,0.19018722,15,3rd quartile,Mexico
13,2019,0.10731673,15,3rd quartile,Mexico
14,2019,0.27340245,15,4th quartile,Mexico
15,2019,0.009468794,15,2nd quartile,Mexico
17,2019,0.071862698,15,2nd quartile,Mexico
18,2019,0.089348555,15,3rd quartile,Mexico
20,2019,0.13758492,15,3rd quartile,Mexico
21,2019,0.073894024,15,3rd quartile,Mexico
23,2019,0.013253927,15,2nd quartile,Mexico
24,2019,0.12624121,15,3rd quartile,Mexico
25,2019,-0.034102201,15,2nd quartile,Mexico
26,2019,0.26890373,15,4th quartile,Mexico
28,2019,0.93264771,15,4th quartile,Mexico
29,2019,0.10573912,15,3rd quartile,Mexico
30,2019,0.71468401,15,4th quartile,Mexico
31,2019,0.22130799,15,4th quartile,Mexico
33,2019,0.050766706,15,2nd quartile,Mexico
35,2019,0.030824423,15,2nd quartile,Mexico
37,2019,-0.08429122,15,1st quartile,Mexico
38,2019,0.001950264,15,2nd quartile,Mexico
39,2019,0.19743276,15,3rd quartile,Mexico
40,2019,0.35589337,15,4th quartile,Mexico
42,2019,0.21223187,15,4th quartile,Mexico
44,2019,0.035552263,15,2nd quartile,Mexico
45,2019,-0.041777611,15,2nd quartile,Mexico
46,2019,-0.21022439,15,1st quartile,Mexico
47,2019,-0.028442621,15,2nd quartile,Mexico
49,2019,-0.26892328,15,1st quartile,Mexico
51,2019,0.083438396,15,3rd quartile,Mexico
52,2019,0.042789936,15,2nd quartile,Mexico
53,2019,0.037055969,15,2nd quartile,Mexico
54,2019,-0.003752708,15,2nd quartile,Mexico
55,2019,-0.022821426,15,2nd quartile,Mexico
57,2019,0.005685091,15,2nd quartile,Mexico
58,2019,-0.0190804,15,2nd quartile,Mexico
59,2019,0.43791389,15,4th quartile,Mexico
60,2019,0.2343502,15,4th quartile,Mexico
63,2019,-0.47051239,15,1st quartile,Mexico
66,2019,-0.19572425,15,1st quartile,Mexico
67,2019,0.12087488,15,3rd quartile,Mexico
68,2019,-0.25517917,15,1st quartile,Mexico
70,2019,-0.10408068,15,1st quartile,Mexico
76,2019,0.079262495,15,3rd quartile,Mexico
79,2019,-0.020534992,15,2nd quartile,Mexico
81,2019,-0.027162552,15,2nd quartile,Mexico
84,2019,0.19683909,15,3rd quartile,Mexico
87,2019,0.087453842,15,3rd quartile,Mexico
88,2019,-0.057802677,15,1st quartile,Mexico
90,2019,0.24612784,15,4th quartile,Mexico
91,2019,0.36401415,15,4th quartile,Mexico
92,2019,0.088112831,15,3rd quartile,Mexico
99,2019,0.25008464,15,4th quartile,Mexico
100,2019,-0.38212061,15,1st quartile,Mexico
101,2019,0.11761045,15,3rd quartile,Mexico
104,2019,-0.069679976,15,1st quartile,Mexico
106,2019,0.082940817,15,3rd quartile,Mexico
108,2019,0.14605618,15,3rd quartile,Mexico
109,2019,0.07329011,15,2nd quartile,Mexico
111,2019,0.10926366,15,3rd quartile,Mexico
113,2019,0.046470642,15,2nd quartile,Mexico
114,2019,0.27764153,15,4th quartile,Mexico
115,2019,-0.096234322,15,1st quartile,Mexico
117,2019,0.36974001,15,4th quartile,Mexico
118,2019,0.17064762,15,3rd quartile,Mexico
120,2019,0.16964102,15,3rd quartile,Mexico
121,2019,0.20527744,15,4th quartile,Mexico
122,2019,-0.15852427,15,1st quartile,Mexico
123,2019,0.19716263,15,3rd quartile,Mexico
124,2019,0.071269274,15,2nd quartile,Mexico
3,2019,0.16222835,16,3rd quartile,Michoacan
4,2019,0.2261281,16,4th quartile,Michoacan
6,2019,-0.031743526,16,2nd quartile,Michoacan
9,2019,0.20872283,16,4th quartile,Michoacan
10,2019,0.042435884,16,2nd quartile,Michoacan
14,2019,-0.081667423,16,1st quartile,Michoacan
17,2019,0.49776554,16,4th quartile,Michoacan
19,2019,0.119174,16,3rd quartile,Michoacan
21,2019,0.38744688,16,4th quartile,Michoacan
22,2019,0.42600107,16,4th quartile,Michoacan
25,2019,0.17778707,16,3rd quartile,Michoacan
30,2019,0.24537849,16,4th quartile,Michoacan
34,2019,0.20514035,16,4th quartile,Michoacan
35,2019,0.044532061,16,2nd quartile,Michoacan
37,2019,-0.30853438,16,1st quartile,Michoacan
38,2019,-0.18290782,16,1st quartile,Michoacan
43,2019,0.22629786,16,4th quartile,Michoacan
48,2019,0.26510978,16,4th quartile,Michoacan
49,2019,0.13941073,16,3rd quartile,Michoacan
50,2019,0.10346246,16,3rd quartile,Michoacan
52,2019,0.26277876,16,4th quartile,Michoacan
53,2019,0.077317953,16,3rd quartile,Michoacan
54,2019,0.33540034,16,4th quartile,Michoacan
55,2019,0.11937308,16,3rd quartile,Michoacan
56,2019,0.33818054,16,4th quartile,Michoacan
60,2019,0.24081564,16,4th quartile,Michoacan
61,2019,0.27436996,16,4th quartile,Michoacan
63,2019,0.2952776,16,4th quartile,Michoacan
66,2019,0.10179377,16,3rd quartile,Michoacan
68,2019,0.15829921,16,3rd quartile,Michoacan
69,2019,0.25196791,16,4th quartile,Michoacan
70,2019,0.24866033,16,4th quartile,Michoacan
71,2019,0.68188405,16,4th quartile,Michoacan
72,2019,0.45427561,16,4th quartile,Michoacan
73,2019,-0.25018692,16,1st quartile,Michoacan
75,2019,0.29351282,16,4th quartile,Michoacan
76,2019,0.11759615,16,3rd quartile,Michoacan
77,2019,0.00420022,16,2nd quartile,Michoacan
79,2019,0.073514938,16,2nd quartile,Michoacan
80,2019,0.28890181,16,4th quartile,Michoacan
81,2019,0.019243956,16,2nd quartile,Michoacan
82,2019,0.35424757,16,4th quartile,Michoacan
85,2019,0.1757865,16,3rd quartile,Michoacan
86,2019,0.5289731,16,4th quartile,Michoacan
88,2019,0.067380428,16,2nd quartile,Michoacan
91,2019,0.012026548,16,2nd quartile,Michoacan
92,2019,0.13598752,16,3rd quartile,Michoacan
97,2019,-0.18343067,16,1st quartile,Michoacan
98,2019,0.30763745,16,4th quartile,Michoacan
99,2019,0.1104691,16,3rd quartile,Michoacan
102,2019,0.063088894,16,2nd quartile,Michoacan
106,2019,0.27319336,16,4th quartile,Michoacan
107,2019,0.11687136,16,3rd quartile,Michoacan
108,2019,0.22257209,16,4th quartile,Michoacan
110,2019,0.15656042,16,3rd quartile,Michoacan
111,2019,0.052987814,16,2nd quartile,Michoacan
112,2019,0.10732055,16,3rd quartile,Michoacan
113,2019,0.16428089,16,3rd quartile,Michoacan
2,2019,1.8804424,17,4th quartile,Morelos
3,2019,0.1552453,17,3rd quartile,Morelos
4,2019,0.024974823,17,2nd quartile,Morelos
5,2019,-0.31966925,17,1st quartile,Morelos
6,2019,0.023171425,17,2nd quartile,Morelos
7,2019,0.084385633,17,3rd quartile,Morelos
8,2019,0.011061907,17,2nd quartile,Morelos
9,2019,0.1436038,17,3rd quartile,Morelos
10,2019,0.051387548,17,2nd quartile,Morelos
11,2019,0.21262693,17,4th quartile,Morelos
12,2019,0.29378557,17,4th quartile,Morelos
13,2019,0.34455442,17,4th quartile,Morelos
15,2019,-0.018000603,17,2nd quartile,Morelos
16,2019,-0.008690834,17,2nd quartile,Morelos
17,2019,0.027598143,17,2nd quartile,Morelos
18,2019,0.068441629,17,2nd quartile,Morelos
19,2019,0.19237638,17,3rd quartile,Morelos
20,2019,0.1399529,17,3rd quartile,Morelos
21,2019,-0.14148569,17,1st quartile,Morelos
22,2019,0.15849018,17,3rd quartile,Morelos
24,2019,0.15556622,17,3rd quartile,Morelos
25,2019,-0.071146011,17,1st quartile,Morelos
28,2019,0.23485255,17,4th quartile,Morelos
29,2019,0.19287658,17,3rd quartile,Morelos
30,2019,0.41863132,17,4th quartile,Morelos
31,2019,-0.12921453,17,1st quartile,Morelos
32,2019,-0.057947636,17,1st quartile,Morelos
33,2019,0.22191525,17,4th quartile,Morelos
1,2019,-0.015738487,18,2nd quartile,Nayarit
2,2019,0.081920147,18,3rd quartile,Nayarit
4,2019,0.17602134,18,3rd quartile,Nayarit
5,2019,-0.1211009,18,1st quartile,Nayarit
6,2019,0.3620038,18,4th quartile,Nayarit
8,2019,0.15919447,18,3rd quartile,Nayarit
9,2019,0.52117515,18,4th quartile,Nayarit
10,2019,0.34738803,18,4th quartile,Nayarit
11,2019,-0.055855513,18,1st quartile,Nayarit
12,2019,0.31871247,18,4th quartile,Nayarit
13,2019,-0.092721701,18,1st quartile,Nayarit
14,2019,0.18760419,18,3rd quartile,Nayarit
15,2019,0.062570333,18,2nd quartile,Nayarit
16,2019,0.32392764,18,4th quartile,Nayarit
17,2019,0.054741383,18,2nd quartile,Nayarit
18,2019,0.1701858,18,3rd quartile,Nayarit
19,2019,0.1820848,18,3rd quartile,Nayarit
20,2019,0.23297668,18,4th quartile,Nayarit
4,2019,-0.11736774,19,1st quartile,Nuevo Leon
5,2019,-0.41075134,19,1st quartile,Nuevo Leon
6,2019,0.12963724,19,3rd quartile,Nuevo Leon
7,2019,-0.33409023,19,1st quartile,Nuevo Leon
8,2019,0.21153426,19,4th quartile,Nuevo Leon
9,2019,0.005895853,19,2nd quartile,Nuevo Leon
10,2019,-0.31731534,19,1st quartile,Nuevo Leon
11,2019,0.24173188,19,4th quartile,Nuevo Leon
12,2019,0.32081103,19,4th quartile,Nuevo Leon
13,2019,1.1092365,19,4th quartile,Nuevo Leon
14,2019,-0.062292337,19,1st quartile,Nuevo Leon
17,2019,0.1460073,19,3rd quartile,Nuevo Leon
18,2019,0.063648701,19,2nd quartile,Nuevo Leon
19,2019,0.11553717,19,3rd quartile,Nuevo Leon
21,2019,0.050742626,19,2nd quartile,Nuevo Leon
22,2019,0.16027236,19,3rd quartile,Nuevo Leon
25,2019,0.1267662,19,3rd quartile,Nuevo Leon
26,2019,0.10167384,19,3rd quartile,Nuevo Leon
29,2019,-0.10119438,19,1st quartile,Nuevo Leon
31,2019,0.16791892,19,3rd quartile,Nuevo Leon
32,2019,0.31788397,19,4th quartile,Nuevo Leon
33,2019,-0.12191486,19,1st quartile,Nuevo Leon
34,2019,0.1690414,19,3rd quartile,Nuevo Leon
38,2019,-0.14025784,19,1st quartile,Nuevo Leon
39,2019,0.088676691,19,3rd quartile,Nuevo Leon
41,2019,-0.10638976,19,1st quartile,Nuevo Leon
42,2019,0.08327508,19,3rd quartile,Nuevo Leon
44,2019,-0.042907238,19,2nd quartile,Nuevo Leon
45,2019,0.10455918,19,3rd quartile,Nuevo Leon
46,2019,0.042120934,19,2nd quartile,Nuevo Leon
47,2019,-0.000718594,19,2nd quartile,Nuevo Leon
48,2019,0.096326113,19,3rd quartile,Nuevo Leon
49,2019,0.072673798,19,2nd quartile,Nuevo Leon
NA,2019,-0.15773463,19,1st quartile,Nuevo Leon
2,2019,-0.081173897,20,1st quartile,Oaxaca
6,2019,0.14846992,20,3rd quartile,Oaxaca
9,2019,-0.93601036,20,1st quartile,Oaxaca
21,2019,-0.035283327,20,2nd quartile,Oaxaca
23,2019,-0.18552017,20,1st quartile,Oaxaca
25,2019,-0.002862215,20,2nd quartile,Oaxaca
26,2019,0.12498975,20,3rd quartile,Oaxaca
28,2019,-0.060826302,20,1st quartile,Oaxaca
30,2019,0.35219598,20,4th quartile,Oaxaca
39,2019,0.09927702,20,3rd quartile,Oaxaca
41,2019,0.56882751,20,4th quartile,Oaxaca
42,2019,NA,20,NA,Oaxaca
43,2019,-0.050774574,20,1st quartile,Oaxaca
44,2019,0.23591828,20,4th quartile,Oaxaca
59,2019,0.41849303,20,4th quartile,Oaxaca
67,2019,0.093405485,20,3rd quartile,Oaxaca
68,2019,0.47018147,20,4th quartile,Oaxaca
72,2019,0.42782331,20,4th quartile,Oaxaca
79,2019,0.29803538,20,4th quartile,Oaxaca
83,2019,0.10502243,20,3rd quartile,Oaxaca
91,2019,-0.083589792,20,1st quartile,Oaxaca
105,2019,NA,20,NA,Oaxaca
107,2019,0.12451649,20,3rd quartile,Oaxaca
115,2019,-0.24649692,20,1st quartile,Oaxaca
124,2019,0.51083374,20,4th quartile,Oaxaca
134,2019,0.79976928,20,4th quartile,Oaxaca
157,2019,0.21970129,20,4th quartile,Oaxaca
184,2019,0.16224122,20,3rd quartile,Oaxaca
185,2019,-0.42997313,20,1st quartile,Oaxaca
190,2019,-0.00837183,20,2nd quartile,Oaxaca
198,2019,0.52558541,20,4th quartile,Oaxaca
205,2019,-0.76883411,20,1st quartile,Oaxaca
208,2019,-0.23977757,20,1st quartile,Oaxaca
210,2019,2.1927643,20,4th quartile,Oaxaca
227,2019,0.002696753,20,2nd quartile,Oaxaca
266,2019,-0.31028008,20,1st quartile,Oaxaca
277,2019,0.9154985,20,4th quartile,Oaxaca
278,2019,0.1498487,20,3rd quartile,Oaxaca
293,2019,0.16640663,20,3rd quartile,Oaxaca
295,2019,0.27906775,20,4th quartile,Oaxaca
307,2019,0.37311602,20,4th quartile,Oaxaca
309,2019,0.22114611,20,4th quartile,Oaxaca
312,2019,-0.028964758,20,2nd quartile,Oaxaca
318,2019,0.098359585,20,3rd quartile,Oaxaca
324,2019,-0.40347862,20,1st quartile,Oaxaca
334,2019,0.091748714,20,3rd quartile,Oaxaca
350,2019,0.13045979,20,3rd quartile,Oaxaca
364,2019,0.01923871,20,2nd quartile,Oaxaca
375,2019,0.10602331,20,3rd quartile,Oaxaca
377,2019,-1.342458,20,1st quartile,Oaxaca
385,2019,0.041526556,20,2nd quartile,Oaxaca
390,2019,0.062989712,20,2nd quartile,Oaxaca
397,2019,-0.049917459,20,2nd quartile,Oaxaca
398,2019,0.27953935,20,4th quartile,Oaxaca
399,2019,0.062507391,20,2nd quartile,Oaxaca
401,2019,0.14669156,20,3rd quartile,Oaxaca
406,2019,0.73499763,20,4th quartile,Oaxaca
409,2019,0.14742279,20,3rd quartile,Oaxaca
414,2019,-0.27087545,20,1st quartile,Oaxaca
418,2019,0.049842119,20,2nd quartile,Oaxaca
421,2019,0.22209001,20,4th quartile,Oaxaca
441,2019,0.3724649,20,4th quartile,Oaxaca
447,2019,0.71390414,20,4th quartile,Oaxaca
460,2019,-0.11526585,20,1st quartile,Oaxaca
466,2019,0.69926882,20,4th quartile,Oaxaca
467,2019,-0.027884483,20,2nd quartile,Oaxaca
469,2019,-0.097614288,20,1st quartile,Oaxaca
482,2019,0.10654879,20,3rd quartile,Oaxaca
505,2019,0.2822175,20,4th quartile,Oaxaca
515,2019,-0.29494953,20,1st quartile,Oaxaca
520,2019,0.16912079,20,3rd quartile,Oaxaca
525,2019,-0.22346902,20,1st quartile,Oaxaca
537,2019,-0.067640305,20,1st quartile,Oaxaca
539,2019,-0.086612701,20,1st quartile,Oaxaca
543,2019,-0.54074574,20,1st quartile,Oaxaca
546,2019,0.11369228,20,3rd quartile,Oaxaca
549,2019,1.642638,20,4th quartile,Oaxaca
551,2019,-0.029671431,20,2nd quartile,Oaxaca
553,2019,0.038763285,20,2nd quartile,Oaxaca
559,2019,-0.54209495,20,1st quartile,Oaxaca
565,2019,0.33331156,20,4th quartile,Oaxaca
570,2019,0.047859192,20,2nd quartile,Oaxaca
NA,2019,-0.048968554,20,2nd quartile,Oaxaca
4,2019,0.10145926,21,3rd quartile,Puebla
8,2019,0.34174037,21,4th quartile,Puebla
15,2019,0.17055225,21,3rd quartile,Puebla
19,2019,0.31328392,21,4th quartile,Puebla
26,2019,0.042323828,21,2nd quartile,Puebla
34,2019,0.18940115,21,3rd quartile,Puebla
41,2019,0.092851639,21,3rd quartile,Puebla
48,2019,0.078238249,21,3rd quartile,Puebla
51,2019,0.22393918,21,4th quartile,Puebla
53,2019,0.22239947,21,4th quartile,Puebla
58,2019,0.11715436,21,3rd quartile,Puebla
61,2019,-0.055698156,21,1st quartile,Puebla
62,2019,-0.048557758,21,2nd quartile,Puebla
65,2019,0.35667706,21,4th quartile,Puebla
69,2019,0.061760187,21,2nd quartile,Puebla
71,2019,0.10788298,21,3rd quartile,Puebla
74,2019,0.20899534,21,4th quartile,Puebla
78,2019,0.007149696,21,2nd quartile,Puebla
79,2019,0.20484948,21,4th quartile,Puebla
82,2019,-0.13930392,21,1st quartile,Puebla
83,2019,-0.14779043,21,1st quartile,Puebla
84,2019,-0.36535931,21,1st quartile,Puebla
87,2019,0.19612217,21,3rd quartile,Puebla
90,2019,0.020501852,21,2nd quartile,Puebla
94,2019,0.21402764,21,4th quartile,Puebla
100,2019,0.29749608,21,4th quartile,Puebla
102,2019,-0.035390615,21,2nd quartile,Puebla
106,2019,0.006275654,21,2nd quartile,Puebla
110,2019,-0.10469937,21,1st quartile,Puebla
111,2019,0.11236548,21,3rd quartile,Puebla
114,2019,0.090441942,21,3rd quartile,Puebla
115,2019,0.36862397,21,4th quartile,Puebla
118,2019,0.13836026,21,3rd quartile,Puebla
119,2019,-0.052477837,21,1st quartile,Puebla
125,2019,0.26433158,21,4th quartile,Puebla
132,2019,0.11712861,21,3rd quartile,Puebla
134,2019,0.58120251,21,4th quartile,Puebla
136,2019,-0.87247229,21,1st quartile,Puebla
140,2019,0.000478506,21,2nd quartile,Puebla
143,2019,-0.004950047,21,2nd quartile,Puebla
144,2019,0.74123311,21,4th quartile,Puebla
150,2019,-0.13735604,21,1st quartile,Puebla
154,2019,0.083338499,21,3rd quartile,Puebla
156,2019,0.18300557,21,3rd quartile,Puebla
157,2019,0.024885654,21,2nd quartile,Puebla
163,2019,0.54206729,21,4th quartile,Puebla
170,2019,0.30586147,21,4th quartile,Puebla
172,2019,0.007147312,21,2nd quartile,Puebla
175,2019,0.6603334,21,4th quartile,Puebla
176,2019,-0.10814762,21,1st quartile,Puebla
179,2019,-0.066270351,21,1st quartile,Puebla
180,2019,0.058316231,21,2nd quartile,Puebla
185,2019,-0.04329586,21,2nd quartile,Puebla
186,2019,0.099035501,21,3rd quartile,Puebla
188,2019,-0.23636866,21,1st quartile,Puebla
189,2019,0.39844584,21,4th quartile,Puebla
197,2019,0.030151844,21,2nd quartile,Puebla
202,2019,0.12748194,21,3rd quartile,Puebla
205,2019,0.32702351,21,4th quartile,Puebla
206,2019,0.1424551,21,3rd quartile,Puebla
208,2019,0.28951216,21,4th quartile,Puebla
212,2019,0.60509706,21,4th quartile,Puebla
213,2019,-0.4154861,21,1st quartile,Puebla
214,2019,0.13507628,21,3rd quartile,Puebla
NA,2019,0.1731472,21,3rd quartile,Puebla
1,2019,0.14629173,22,3rd quartile,Queretaro
2,2019,-0.054184914,22,1st quartile,Queretaro
4,2019,0.16866422,22,3rd quartile,Queretaro
5,2019,0.23612189,22,4th quartile,Queretaro
6,2019,0.10291743,22,3rd quartile,Queretaro
7,2019,0.13732886,22,3rd quartile,Queretaro
8,2019,0.14333844,22,3rd quartile,Queretaro
9,2019,-0.005140066,22,2nd quartile,Queretaro
10,2019,-0.30153131,22,1st quartile,Queretaro
11,2019,0.14452338,22,3rd quartile,Queretaro
12,2019,0.18996334,22,3rd quartile,Queretaro
13,2019,0.16370058,22,3rd quartile,Queretaro
14,2019,0.10131598,22,3rd quartile,Queretaro
16,2019,0.15814018,22,3rd quartile,Queretaro
17,2019,0.10168719,22,3rd quartile,Queretaro
18,2019,0.039024115,22,2nd quartile,Queretaro
1,2019,0.028554916,23,2nd quartile,Quinta Roo
2,2019,0.031206369,23,2nd quartile,Quinta Roo
3,2019,-0.00892663,23,2nd quartile,Quinta Roo
4,2019,-0.004271507,23,2nd quartile,Quinta Roo
5,2019,0.05144906,23,2nd quartile,Quinta Roo
6,2019,0.00566268,23,2nd quartile,Quinta Roo
7,2019,0.18305898,23,3rd quartile,Quinta Roo
8,2019,0.000159979,23,2nd quartile,Quinta Roo
9,2019,0.36067629,23,4th quartile,Quinta Roo
10,2019,-0.27748418,23,1st quartile,Quinta Roo
11,2019,0.51571488,23,4th quartile,Quinta Roo
1,2019,-0.35882163,24,1st quartile,San Luis Potosi
5,2019,-0.12691712,24,1st quartile,San Luis Potosi
6,2019,0.19416666,24,3rd quartile,San Luis Potosi
7,2019,0.27199888,24,4th quartile,San Luis Potosi
8,2019,-0.061440706,24,1st quartile,San Luis Potosi
10,2019,-0.11073565,24,1st quartile,San Luis Potosi
11,2019,-0.10205269,24,1st quartile,San Luis Potosi
12,2019,0.27599168,24,4th quartile,San Luis Potosi
13,2019,0.012336254,24,2nd quartile,San Luis Potosi
14,2019,0.07937789,24,3rd quartile,San Luis Potosi
15,2019,0.54239511,24,4th quartile,San Luis Potosi
16,2019,0.32388759,24,4th quartile,San Luis Potosi
17,2019,0.32212067,24,4th quartile,San Luis Potosi
18,2019,0.18490696,24,3rd quartile,San Luis Potosi
20,2019,0.018453598,24,2nd quartile,San Luis Potosi
21,2019,0.10028124,24,3rd quartile,San Luis Potosi
23,2019,-0.12764931,24,1st quartile,San Luis Potosi
24,2019,-0.027632475,24,2nd quartile,San Luis Potosi
25,2019,0.064426661,24,2nd quartile,San Luis Potosi
26,2019,0.42036295,24,4th quartile,San Luis Potosi
28,2019,0.08768034,24,3rd quartile,San Luis Potosi
29,2019,-0.41673851,24,1st quartile,San Luis Potosi
32,2019,0.067066193,24,2nd quartile,San Luis Potosi
34,2019,-0.080666542,24,1st quartile,San Luis Potosi
35,2019,0.10609913,24,3rd quartile,San Luis Potosi
36,2019,-0.18393087,24,1st quartile,San Luis Potosi
37,2019,-0.048394442,24,2nd quartile,San Luis Potosi
38,2019,-0.15132141,24,1st quartile,San Luis Potosi
39,2019,-1.0314016,24,1st quartile,San Luis Potosi
40,2019,0.03030324,24,2nd quartile,San Luis Potosi
41,2019,0.30748177,24,4th quartile,San Luis Potosi
42,2019,0.37653351,24,4th quartile,San Luis Potosi
44,2019,0.19851017,24,4th quartile,San Luis Potosi
46,2019,0.15478134,24,3rd quartile,San Luis Potosi
49,2019,-0.29031777,24,1st quartile,San Luis Potosi
50,2019,0.035129547,24,2nd quartile,San Luis Potosi
51,2019,0.006583929,24,2nd quartile,San Luis Potosi
52,2019,0.49149752,24,4th quartile,San Luis Potosi
53,2019,0.053106785,24,2nd quartile,San Luis Potosi
54,2019,-0.67221117,24,1st quartile,San Luis Potosi
55,2019,-0.037638664,24,2nd quartile,San Luis Potosi
56,2019,0.084852695,24,3rd quartile,San Luis Potosi
57,2019,-0.066992044,24,1st quartile,San Luis Potosi
58,2019,0.19125366,24,3rd quartile,San Luis Potosi
NA,2019,-0.024425745,24,2nd quartile,San Luis Potosi
1,2019,0.030804873,25,2nd quartile,Sinaloa
2,2019,0.045104504,25,2nd quartile,Sinaloa
3,2019,0.84433126,25,4th quartile,Sinaloa
4,2019,-0.32467914,25,1st quartile,Sinaloa
5,2019,-0.17171168,25,1st quartile,Sinaloa
6,2019,0.076351881,25,3rd quartile,Sinaloa
7,2019,0.16900396,25,3rd quartile,Sinaloa
8,2019,0.17724419,25,3rd quartile,Sinaloa
9,2019,0.14077759,25,3rd quartile,Sinaloa
10,2019,0.099283218,25,3rd quartile,Sinaloa
11,2019,0.094847918,25,3rd quartile,Sinaloa
12,2019,0.089823246,25,3rd quartile,Sinaloa
13,2019,0.069233418,25,2nd quartile,Sinaloa
14,2019,-0.004918814,25,2nd quartile,Sinaloa
15,2019,0.054273129,25,2nd quartile,Sinaloa
18,2019,0.018665552,25,2nd quartile,Sinaloa
